# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:57
# parameter: seed = 1896575
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       4.006,     2,Finish(1),before,   1,   0,   0,   1,   0
       4.006,     2,Finish(1), after,   2,   0,   0,   0,   1
      15.757,     3,Finish(2),before,   1,   0,   0,   0,   1
      15.757,     3,Finish(2), after,   1,   0,   0,   0,   0
      34.077,     1,  Arrival,before,   0,   0,   0,   0,   0
      34.077,     1,  Arrival, after,   2,   0,   0,   1,   0
      41.786,     5,Finish(1),before,   1,   0,   0,   1,   0
      41.786,     5,Finish(1), after,   2,   0,   0,   0,   1
      59.641,     6,Finish(2),before,   1,   0,   0,   0,   1
      59.641,     6,Finish(2), after,   1,   0,   0,   0,   0
      59.883,     4,  Arrival,before,   0,   0,   0,   0,   0
      59.883,     4,  Arrival, after,   2,   0,   0,   1,   0
      66.880,     8,Finish(1),before,   1,   0,   0,   1,   0
      66.880,     8,Finish(1), after,   2,   0,   0,   0,   1
      78.906,     9,Finish(2),before,   1,   0,   0,   0,   1
      78.906,     9,Finish(2), after,   1,   0,   0,   0,   0
      90.002,     7,  Arrival,before,   0,   0,   0,   0,   0
      90.002,     7,  Arrival, after,   2,   0,   0,   1,   0
     100.540,    11,Finish(1),before,   1,   0,   0,   1,   0
     100.540,    11,Finish(1), after,   2,   0,   0,   0,   1
     116.403,    10,  Arrival,before,   1,   0,   0,   0,   1
     116.403,    10,  Arrival, after,   3,   0,   0,   1,   1
     116.825,    12,Finish(2),before,   2,   0,   0,   1,   1
     116.825,    12,Finish(2), after,   2,   0,   0,   1,   0
     124.819,    14,Finish(1),before,   1,   0,   0,   1,   0
     124.819,    14,Finish(1), after,   2,   0,   0,   0,   1
     140.507,    15,Finish(2),before,   1,   0,   0,   0,   1
     140.507,    15,Finish(2), after,   1,   0,   0,   0,   0
     159.750,    13,  Arrival,before,   0,   0,   0,   0,   0
     159.750,    13,  Arrival, after,   2,   0,   0,   1,   0
     170.853,    17,Finish(1),before,   1,   0,   0,   1,   0
