# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:48
# parameter: seed = 1896444
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.904,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.904,     2,Finish(1), after,   2,   0,   0,   0,   1
      21.699,     3,Finish(2),before,   1,   0,   0,   0,   1
      21.699,     3,Finish(2), after,   1,   0,   0,   0,   0
      28.941,     1,  Arrival,before,   0,   0,   0,   0,   0
      28.941,     1,  Arrival, after,   2,   0,   0,   1,   0
      30.006,     5,Finish(1),before,   1,   0,   0,   1,   0
      30.006,     5,Finish(1), after,   2,   0,   0,   0,   1
      39.408,     6,Finish(2),before,   1,   0,   0,   0,   1
      39.408,     6,Finish(2), after,   1,   0,   0,   0,   0
      42.642,     4,  Arrival,before,   0,   0,   0,   0,   0
      42.642,     4,  Arrival, after,   2,   0,   0,   1,   0
      47.415,     8,Finish(1),before,   1,   0,   0,   1,   0
      47.415,     8,Finish(1), after,   2,   0,   0,   0,   1
      63.448,     9,Finish(2),before,   1,   0,   0,   0,   1
      63.448,     9,Finish(2), after,   1,   0,   0,   0,   0
      86.995,     7,  Arrival,before,   0,   0,   0,   0,   0
      86.995,     7,  Arrival, after,   2,   0,   0,   1,   0
      98.401,    10,  Arrival,before,   1,   0,   0,   1,   0
      98.401,    10,  Arrival, after,   2,   1,   0,   1,   0
     114.636,    11,Finish(1),before,   1,   1,   0,   1,   0
     114.636,    11,Finish(1), after,   3,   0,   0,   1,   1
     123.839,    12,  Arrival,before,   2,   0,   0,   1,   1
     123.839,    12,  Arrival, after,   3,   1,   0,   1,   1
     134.246,    13,Finish(1),before,   2,   1,   0,   1,   1
     134.246,    13,Finish(1), after,   3,   0,   1,   1,   1
     134.386,    14,Finish(2),before,   2,   0,   1,   1,   1
     134.386,    14,Finish(2), after,   3,   0,   0,   1,   1
     134.401,    16,Finish(1),before,   2,   0,   0,   1,   1
     134.401,    16,Finish(1), after,   2,   0,   1,   0,   1
     148.846,    17,Finish(2),before,   1,   0,   1,   0,   1
