# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:50
# parameter: seed = 1896480
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.852,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.852,     2,Finish(1), after,   2,   0,   0,   0,   1
      24.429,     3,Finish(2),before,   1,   0,   0,   0,   1
      24.429,     3,Finish(2), after,   1,   0,   0,   0,   0
      31.085,     1,  Arrival,before,   0,   0,   0,   0,   0
      31.085,     1,  Arrival, after,   2,   0,   0,   1,   0
      37.371,     5,Finish(1),before,   1,   0,   0,   1,   0
      37.371,     5,Finish(1), after,   2,   0,   0,   0,   1
      54.342,     4,  Arrival,before,   1,   0,   0,   0,   1
      54.342,     4,  Arrival, after,   3,   0,   0,   1,   1
      54.978,     6,Finish(2),before,   2,   0,   0,   1,   1
      54.978,     6,Finish(2), after,   2,   0,   0,   1,   0
      64.100,     8,Finish(1),before,   1,   0,   0,   1,   0
      64.100,     8,Finish(1), after,   2,   0,   0,   0,   1
      75.468,     9,Finish(2),before,   1,   0,   0,   0,   1
      75.468,     9,Finish(2), after,   1,   0,   0,   0,   0
      83.058,     7,  Arrival,before,   0,   0,   0,   0,   0
      83.058,     7,  Arrival, after,   2,   0,   0,   1,   0
      90.324,    11,Finish(1),before,   1,   0,   0,   1,   0
      90.324,    11,Finish(1), after,   2,   0,   0,   0,   1
      96.019,    10,  Arrival,before,   1,   0,   0,   0,   1
      96.019,    10,  Arrival, after,   3,   0,   0,   1,   1
     108.031,    14,Finish(1),before,   2,   0,   0,   1,   1
     108.031,    14,Finish(1), after,   2,   0,   1,   0,   1
     108.300,    12,Finish(2),before,   1,   0,   1,   0,   1
     108.300,    12,Finish(2), after,   2,   0,   0,   0,   1
     112.965,    13,  Arrival,before,   1,   0,   0,   0,   1
     112.965,    13,  Arrival, after,   3,   0,   0,   1,   1
     125.077,    15,Finish(2),before,   2,   0,   0,   1,   1
     125.077,    15,Finish(2), after,   2,   0,   0,   1,   0
     130.105,    17,Finish(1),before,   1,   0,   0,   1,   0
