# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:55
# parameter: seed = 1896544
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      13.199,     2,Finish(1),before,   1,   0,   0,   1,   0
      13.199,     2,Finish(1), after,   2,   0,   0,   0,   1
      29.564,     1,  Arrival,before,   1,   0,   0,   0,   1
      29.564,     1,  Arrival, after,   3,   0,   0,   1,   1
      30.128,     3,Finish(2),before,   2,   0,   0,   1,   1
      30.128,     3,Finish(2), after,   2,   0,   0,   1,   0
      37.397,     5,Finish(1),before,   1,   0,   0,   1,   0
      37.397,     5,Finish(1), after,   2,   0,   0,   0,   1
      48.475,     4,  Arrival,before,   1,   0,   0,   0,   1
      48.475,     4,  Arrival, after,   3,   0,   0,   1,   1
      50.021,     8,Finish(1),before,   2,   0,   0,   1,   1
      50.021,     8,Finish(1), after,   2,   0,   1,   0,   1
      55.906,     6,Finish(2),before,   1,   0,   1,   0,   1
      55.906,     6,Finish(2), after,   2,   0,   0,   0,   1
      74.816,     9,Finish(2),before,   1,   0,   0,   0,   1
      74.816,     9,Finish(2), after,   1,   0,   0,   0,   0
      86.726,     7,  Arrival,before,   0,   0,   0,   0,   0
      86.726,     7,  Arrival, after,   2,   0,   0,   1,   0
      97.120,    10,  Arrival,before,   1,   0,   0,   1,   0
      97.120,    10,  Arrival, after,   2,   1,   0,   1,   0
     107.896,    11,Finish(1),before,   1,   1,   0,   1,   0
     107.896,    11,Finish(1), after,   3,   0,   0,   1,   1
     123.638,    13,Finish(1),before,   2,   0,   0,   1,   1
     123.638,    13,Finish(1), after,   2,   0,   1,   0,   1
     124.011,    14,Finish(2),before,   1,   0,   1,   0,   1
     124.011,    14,Finish(2), after,   2,   0,   0,   0,   1
     131.478,    12,  Arrival,before,   1,   0,   0,   0,   1
     131.478,    12,  Arrival, after,   3,   0,   0,   1,   1
     141.650,    15,Finish(2),before,   2,   0,   0,   1,   1
     141.650,    15,Finish(2), after,   2,   0,   0,   1,   0
     147.248,    16,  Arrival,before,   1,   0,   0,   1,   0
