# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:55
# parameter: seed = 1896551
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       8.932,     2,Finish(1),before,   1,   0,   0,   1,   0
       8.932,     2,Finish(1), after,   2,   0,   0,   0,   1
      16.647,     1,  Arrival,before,   1,   0,   0,   0,   1
      16.647,     1,  Arrival, after,   3,   0,   0,   1,   1
      19.495,     5,Finish(1),before,   2,   0,   0,   1,   1
      19.495,     5,Finish(1), after,   2,   0,   1,   0,   1
      25.860,     3,Finish(2),before,   1,   0,   1,   0,   1
      25.860,     3,Finish(2), after,   2,   0,   0,   0,   1
      43.645,     6,Finish(2),before,   1,   0,   0,   0,   1
      43.645,     6,Finish(2), after,   1,   0,   0,   0,   0
      68.083,     4,  Arrival,before,   0,   0,   0,   0,   0
      68.083,     4,  Arrival, after,   2,   0,   0,   1,   0
      76.627,     7,  Arrival,before,   1,   0,   0,   1,   0
      76.627,     7,  Arrival, after,   2,   1,   0,   1,   0
      77.475,     8,Finish(1),before,   1,   1,   0,   1,   0
      77.475,     8,Finish(1), after,   3,   0,   0,   1,   1
      92.335,    10,Finish(1),before,   2,   0,   0,   1,   1
      92.335,    10,Finish(1), after,   2,   0,   1,   0,   1
      93.299,    11,Finish(2),before,   1,   0,   1,   0,   1
      93.299,    11,Finish(2), after,   2,   0,   0,   0,   1
     108.754,    12,Finish(2),before,   1,   0,   0,   0,   1
     108.754,    12,Finish(2), after,   1,   0,   0,   0,   0
     127.227,     9,  Arrival,before,   0,   0,   0,   0,   0
     127.227,     9,  Arrival, after,   2,   0,   0,   1,   0
     127.336,    14,Finish(1),before,   1,   0,   0,   1,   0
     127.336,    14,Finish(1), after,   2,   0,   0,   0,   1
     141.669,    15,Finish(2),before,   1,   0,   0,   0,   1
     141.669,    15,Finish(2), after,   1,   0,   0,   0,   0
     179.567,    13,  Arrival,before,   0,   0,   0,   0,   0
     179.567,    13,  Arrival, after,   2,   0,   0,   1,   0
     198.274,    17,Finish(1),before,   1,   0,   0,   1,   0
