# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:54
# parameter: seed = 1896523
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,2.165403868650505,18.843035995032793
2,20.312958207924876,20.312958207924876,21.03833979082823,37.53259942017627
3,37.64981284119991,37.64981284119991,43.82114690518808,57.779548138094
4,69.02233416728626,69.02233416728626,73.31544918193612,84.64135645515465
5,82.50877040341204,82.50877040341204,87.23487604666879,97.99933517069726
6,105.34111678272875,105.34111678272875,124.8293773298304,137.84347115983834
7,158.91718047913696,158.91718047913696,160.5622833306571,172.09010460078989
8,182.05110084731746,182.05110084731746,197.3280609520074,214.0072230947474
9,197.45049316158799,197.45049316158799,214.0072230947474,223.78487720863436
10,249.38131063531551,249.38131063531551,262.1700287289942,279.8957546626265
11,285.50833448995024,285.50833448995024,304.94100658984246,324.1094589310861
12,294.3432488933568,304.94100658984246,324.1094589310861,342.31442234454266
13,319.9478743682377,319.9478743682377,342.31442234454266,356.46630142433787
14,352.814580089333,352.814580089333,409.39957252541325,421.6135548854116
15,393.8103630420296,409.39957252541325,421.6135548854116,435.14166459509556
16,418.2377318508668,418.2377318508668,437.247642073099,444.55160458487615
17,431.41207816682964,437.247642073099,466.2048010566847,480.85884940654375
18,480.02903148392124,480.02903148392124,536.4873230354335,556.4889530825673
19,533.7692838763161,536.4873230354335,556.4889530825673,574.7709899418154
20,576.8758943064299,576.8758943064299,577.2458952937558,593.6479520578749
21,596.8531456154819,596.8531456154819,608.5689616403959,620.1483698639948
22,611.2827249178165,611.2827249178165,622.704418298174,637.0839101253491
23,645.7644695654782,645.7644695654782,649.6517616738599,660.3341718967251
24,669.0560880422607,669.0560880422607,685.7001513071363,702.7882173196923
25,679.1970352431233,685.7001513071363,702.7882173196923,715.2439479430104
26,728.8388667815628,728.8388667815628,739.6372547020919,751.2590178450797
27,777.7307224614294,777.7307224614294,789.7871537793901,800.2370427280072
28,820.0291461975125,820.0291461975125,830.1293987271569,841.084703385699
29,842.3726869541431,842.3726869541431,844.1634908053943,857.7688830271823
30,865.1879585289968,865.1879585289968,874.5085095268557,890.5111486363177
31,874.3678270471647,874.5085095268557,890.5111486363177,908.5538700033145
32,924.4899133002632,924.4899133002632,972.3587308098025,988.8014931568234
33,936.8404185960688,972.3587308098025,988.8014931568234,1002.8070233962296
34,961.9982987754486,978.6142349094266,1008.5911785666948,1027.7786609212162
35,978.2585813244418,1008.5911785666948,1027.7786609212162,1041.5442256475449
36,1013.74532090411,1022.5154893461631,1041.5442256475449,1054.1689559554632
37,1030.4351208576363,1030.4351208576363,1054.1689559554632,1070.6391229460387
38,1048.0400534033308,1048.0400534033308,1070.6391229460387,1083.7722896686814
39,1067.1209394361008,1067.1209394361008,1083.7722896686814,1104.1751177491708
40,1105.9367037572497,1105.9367037572497,1119.150048125364,1129.1816544609078
41,1135.8589445191126,1135.8589445191126,1148.9072349352487,1165.3050987652225
42,1154.147758272309,1154.147758272309,1165.3050987652225,1180.9123408323387
43,1176.4414565916468,1176.4414565916468,1184.781541383214,1202.6613502240139
44,1193.47605401335,1193.47605401335,1202.6613502240139,1221.9074915071965
45,1202.460970557555,1202.460970557555,1226.1458918409044,1241.7554835671376
46,1245.2206592781567,1245.2206592781567,1246.4765711418222,1262.960258128018
47,1293.7044896992172,1293.7044896992172,1334.6220240935468,1351.6572041999686
48,1311.1944643734519,1334.6220240935468,1351.6572041999686,1377.8937868169467
49,1360.7977646971756,1360.7977646971756,1394.629899676471,1411.1570882450555
50,1412.1373485453169,1412.1373485453169,1429.0775383667815,1446.317208197877
51,1462.7046679358946,1462.7046679358946,1469.2221187737819,1483.372473345155
52,1517.0241142607001,1517.0241142607001,1557.988376384619,1581.4060956780384
53,1536.1687128298436,1557.988376384619,1581.4060956780384,1596.8466278570515
54,1574.1730674981754,1575.0699571839539,1596.8466278570515,1610.0963161640657
55,1610.6682952822578,1610.6682952822578,1635.9468690938468,1649.4261783101379
56,1636.699535917881,1636.699535917881,1649.4261783101379,1667.445642191501
57,1657.5362133621854,1657.5362133621854,1668.3683705168594,1690.272756753465
58,1712.6235751651793,1712.6235751651793,1713.9334656500243,1737.0537310274076
59,1764.4147054909322,1764.4147054909322,1796.2917131015945,1812.4942763064757
60,1807.7295604259632,1807.7295604259632,1812.4942763064757,1827.032067199049
61,1822.2830793703847,1822.2830793703847,1841.5558297155844,1859.5940667417974
62,1834.5923614342453,1841.5558297155844,1859.5940667417974,1876.010539581489
63,1848.199081908688,1848.199081908688,1876.010539581489,1890.0593634260135
64,1893.628566687638,1893.628566687638,1896.7235491024028,1909.6835851300884
65,1938.3608007111864,1938.3608007111864,1941.9503064987323,1964.5092377792246
66,1973.6957267328285,1973.6957267328285,1989.9684610596328,2012.6927901763092
67,2028.4660248828945,2028.4660248828945,2040.0677920801966,2053.937877824443
68,2083.6790550711044,2083.6790550711044,2094.327934869143,2110.35434666332
69,2112.2043606021402,2112.2043606021402,2114.20486887905,2130.3728618088467
70,2128.718466405024,2128.718466405024,2153.1930125823574,2165.032325943495
71,2145.434732676579,2153.1930125823574,2165.032325943495,2181.601498852688
72,2154.8328377293183,2156.6984568110092,2181.601498852688,2193.1609949394706
73,2174.0649859664954,2174.0649859664954,2193.1609949394706,2204.181124486341
74,2222.2913378155226,2222.2913378155226,2224.3178386845916,2244.890015673948
75,2241.705385199018,2241.705385199018,2258.8521693845582,2281.6614069279835
76,2297.4557857063865,2297.4557857063865,2315.757005907851,2337.1967355627803
77,2343.8335280291203,2343.8335280291203,2354.3492382247673,2372.822691729887
78,2369.7783014353427,2369.7783014353427,2373.5505070598915,2395.474858672531
79,2416.0579041410374,2416.0579041410374,2440.1080930098956,2456.812886433156
80,2467.6249540951776,2467.6249540951776,2470.792516223657,2485.106107475978
81,2491.8593230139054,2491.8593230139054,2493.3070855618635,2507.8551241735595
82,2530.0067135238223,2530.0067135238223,2540.818263748021,2560.578269081864
83,2563.7864669756486,2563.7864669756486,2566.0339426124674,2579.0678398094615
84,2587.942890123337,2587.942890123337,2590.2019176564204,2609.076530966709
85,2611.7633573776156,2611.7633573776156,2626.6278091174945,2646.3431397863446
86,2663.70943689881,2663.70943689881,2663.8612569586044,2680.071050189582
87,2719.2156719539366,2719.2156719539366,2741.1082585937042,2755.5273198275722
88,2732.1897303226883,2741.1082585937042,2763.883001219452,2781.8228436707136
89,2767.096592729683,2767.096592729683,2781.8228436707136,2792.969761629138
90,2807.2958706924396,2807.2958706924396,2826.5596550856358,2840.724570437139
91,2821.7807797204564,2826.5596550856358,2840.724570437139,2857.2126410882674
92,2859.165994523448,2859.165994523448,2861.441436084329,2879.537045555885
93,2891.1992436120395,2891.1992436120395,2907.321296616092,2919.427707942038
94,2940.5438670807616,2940.5438670807616,2940.948514395325,2953.0646513364186
95,2979.646980127223,2979.646980127223,3063.1189811028025,3075.2862203394425
96,2999.0843314610943,3063.1189811028025,3092.0122348635186,3110.2416323721504
97,3027.429683800807,3092.0122348635186,3110.2416323721504,3127.045517916462
98,3056.7060618913756,3092.8731980752104,3127.045517916462,3141.319506068064
99,3079.3235334171195,3107.1238391336133,3141.319506068064,3156.2784657732896
100,3117.3220289772908,3117.3220289772908,3156.2784657732896,3173.4975108770877
101,3151.4421345138103,3151.4421345138103,3178.7836923341283,3192.6800778710794
102,3164.31614926987,3178.7836923341283,3192.6800778710794,3207.846041355011
103,3184.9929179930236,3188.0695780486253,3207.846041355011,3219.952728306604
104,3233.150712511608,3233.150712511608,3236.0268314872665,3254.028780773428
105,3278.616646001267,3278.616646001267,3286.44369607609,3303.3425351178576
106,3291.1473592121924,3291.1473592121924,3328.8948931066434,3341.6666390986534
107,3323.051827488138,3328.8948931066434,3341.6666390986534,3360.019531148839
108,3358.3156940541003,3358.3156940541003,3360.019531148839,3374.080927384635
109,3374.911430843842,3374.911430843842,3396.0800491755544,3408.730773869186
110,3420.5708286813156,3420.5708286813156,3425.209896693632,3437.591843569901
111,3465.081086143884,3465.081086143884,3472.2042094179646,3493.0408917182244
112,3493.208508382282,3493.208508382282,3507.6472634161687,3527.0327079322246
113,3508.1598219684497,3508.1598219684497,3527.0327079322246,3539.5229364821707
114,3562.271694516883,3562.271694516883,3598.5978846097796,3610.42611171337
115,3598.0797035149794,3598.5978846097796,3624.3951050267874,3643.362623258663
116,3627.8484156720915,3627.8484156720915,3673.0147774869565,3685.6349357796757
117,3677.1198045404267,3677.1198045404267,3707.0019477041737,3726.10928620901
118,3726.1256467701546,3726.1256467701546,3750.520809832755,3768.7793158449567
119,3757.7315342773463,3757.7315342773463,3768.7793158449567,3786.1715542512793
120,3802.401110025835,3802.401110025835,3805.622262036441,3820.9130746495784
