# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:40:02
# parameter: seed = 1896631
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       9.580,     2,Finish(1),before,   1,   0,   0,   1,   0
       9.580,     2,Finish(1), after,   2,   0,   0,   0,   1
      21.946,     3,Finish(2),before,   1,   0,   0,   0,   1
      21.946,     3,Finish(2), after,   1,   0,   0,   0,   0
      26.746,     1,  Arrival,before,   0,   0,   0,   0,   0
      26.746,     1,  Arrival, after,   2,   0,   0,   1,   0
      33.059,     5,Finish(1),before,   1,   0,   0,   1,   0
      33.059,     5,Finish(1), after,   2,   0,   0,   0,   1
      48.472,     6,Finish(2),before,   1,   0,   0,   0,   1
      48.472,     6,Finish(2), after,   1,   0,   0,   0,   0
      72.750,     4,  Arrival,before,   0,   0,   0,   0,   0
      72.750,     4,  Arrival, after,   2,   0,   0,   1,   0
      86.199,     8,Finish(1),before,   1,   0,   0,   1,   0
      86.199,     8,Finish(1), after,   2,   0,   0,   0,   1
     100.097,     9,Finish(2),before,   1,   0,   0,   0,   1
     100.097,     9,Finish(2), after,   1,   0,   0,   0,   0
     105.212,     7,  Arrival,before,   0,   0,   0,   0,   0
     105.212,     7,  Arrival, after,   2,   0,   0,   1,   0
     108.406,    11,Finish(1),before,   1,   0,   0,   1,   0
     108.406,    11,Finish(1), after,   2,   0,   0,   0,   1
     121.156,    12,Finish(2),before,   1,   0,   0,   0,   1
     121.156,    12,Finish(2), after,   1,   0,   0,   0,   0
     123.366,    10,  Arrival,before,   0,   0,   0,   0,   0
     123.366,    10,  Arrival, after,   2,   0,   0,   1,   0
     129.824,    14,Finish(1),before,   1,   0,   0,   1,   0
     129.824,    14,Finish(1), after,   2,   0,   0,   0,   1
     139.779,    15,Finish(2),before,   1,   0,   0,   0,   1
     139.779,    15,Finish(2), after,   1,   0,   0,   0,   0
     177.728,    13,  Arrival,before,   0,   0,   0,   0,   0
     177.728,    13,  Arrival, after,   2,   0,   0,   1,   0
     194.925,    17,Finish(1),before,   1,   0,   0,   1,   0
