# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:59
# parameter: seed = 1896601
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       4.614,     2,Finish(1),before,   1,   0,   0,   1,   0
       4.614,     2,Finish(1), after,   2,   0,   0,   0,   1
      21.483,     3,Finish(2),before,   1,   0,   0,   0,   1
      21.483,     3,Finish(2), after,   1,   0,   0,   0,   0
      40.959,     1,  Arrival,before,   0,   0,   0,   0,   0
      40.959,     1,  Arrival, after,   2,   0,   0,   1,   0
      42.802,     5,Finish(1),before,   1,   0,   0,   1,   0
      42.802,     5,Finish(1), after,   2,   0,   0,   0,   1
      54.466,     6,Finish(2),before,   1,   0,   0,   0,   1
      54.466,     6,Finish(2), after,   1,   0,   0,   0,   0
      71.000,     4,  Arrival,before,   0,   0,   0,   0,   0
      71.000,     4,  Arrival, after,   2,   0,   0,   1,   0
      77.660,     8,Finish(1),before,   1,   0,   0,   1,   0
      77.660,     8,Finish(1), after,   2,   0,   0,   0,   1
      99.128,     9,Finish(2),before,   1,   0,   0,   0,   1
      99.128,     9,Finish(2), after,   1,   0,   0,   0,   0
     100.492,     7,  Arrival,before,   0,   0,   0,   0,   0
     100.492,     7,  Arrival, after,   2,   0,   0,   1,   0
     109.350,    10,  Arrival,before,   1,   0,   0,   1,   0
     109.350,    10,  Arrival, after,   2,   1,   0,   1,   0
     111.083,    11,Finish(1),before,   1,   1,   0,   1,   0
     111.083,    11,Finish(1), after,   3,   0,   0,   1,   1
     114.101,    13,Finish(1),before,   2,   0,   0,   1,   1
     114.101,    13,Finish(1), after,   2,   0,   1,   0,   1
     130.669,    14,Finish(2),before,   1,   0,   1,   0,   1
     130.669,    14,Finish(2), after,   2,   0,   0,   0,   1
     147.551,    15,Finish(2),before,   1,   0,   0,   0,   1
     147.551,    15,Finish(2), after,   1,   0,   0,   0,   0
     153.112,    12,  Arrival,before,   0,   0,   0,   0,   0
     153.112,    12,  Arrival, after,   2,   0,   0,   1,   0
     162.265,    16,  Arrival,before,   1,   0,   0,   1,   0
