# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:59
# parameter: seed = 1896601
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,4.613712289406563,21.48341309494406
2,40.95878517012187,40.95878517012187,42.801623897041374,54.46597780119784
3,70.99972697904298,70.99972697904298,77.65962257493433,99.12797871003121
4,100.49239533028532,100.49239533028532,111.08296409619388,130.66903598305296
5,109.34982461871255,111.08296409619388,130.66903598305296,147.5507099920933
6,153.11154523061472,153.11154523061472,174.76853860290146,190.65157700850807
7,162.26507397449973,174.76853860290146,190.65157700850807,208.14472717034147
8,204.11697944615082,204.11697944615082,208.31351131060055,223.19145746104283
9,224.24197455553593,224.24197455553593,248.45271765746475,260.98337750758384
10,233.43386377646982,248.45271765746475,260.98337750758384,276.96616713115884
11,281.57987270789266,281.57987270789266,281.8311083676693,301.8499901536186
12,321.284888495924,321.284888495924,327.3495404563768,343.80227028765944
13,371.33986537044086,371.33986537044086,372.15070450598915,388.3720229264324
14,379.58600269375233,379.58600269375233,388.3720229264324,405.54292099444245
15,411.38943620868577,411.38943620868577,415.4311041245206,433.92411595533474
16,429.178340222559,429.178340222559,434.2296911829961,447.33256157440246
17,457.4679013026427,457.4679013026427,459.12066420363743,475.1017222126348
18,479.12841797477023,479.12841797477023,497.41667520077647,517.6365289285575
19,512.3290691671691,512.3290691671691,517.6365289285575,535.5736707991535
20,543.7019414788855,543.7019414788855,543.7634789535216,554.0401811048346
21,592.8315596190712,592.8315596190712,603.8901048554164,617.2502451056652
22,626.3745546629247,626.3745546629247,636.7529394161879,655.5516173002968
23,658.6499406433987,658.6499406433987,684.8982014977202,701.1580608455185
24,688.2221148772646,688.2221148772646,701.1580608455185,718.9275152338123
25,740.0977838318724,740.0977838318724,740.3105730677979,753.4637170026795
26,770.782507621771,770.782507621771,771.8384256353334,788.8322305724773
27,801.0473923638999,801.0473923638999,804.7069896200787,821.1825720682019
28,812.5188997736941,812.5188997736941,821.1825720682019,840.79900472775
29,865.0398105490484,865.0398105490484,870.0539966002005,883.7994140497347
30,898.1451829063114,898.1451829063114,902.7062481177908,922.0202344413134
31,928.2190636770897,928.2190636770897,936.9172104767068,954.4846189238276
32,976.9660211650071,976.9660211650071,991.9993757964581,1012.0138883336748
33,1027.2910203388933,1027.2910203388933,1031.9833698384523,1046.032785458975
34,1074.9719394762722,1074.9719394762722,1075.034277581961,1094.7429277648057
35,1095.0171352700663,1095.0171352700663,1107.3100407745883,1117.16765331434
36,1135.6175090885702,1135.6175090885702,1152.489830205291,1167.7896429650966
37,1154.3573858305163,1154.3573858305163,1167.7896429650966,1192.0050456144734
38,1191.0110266773384,1191.0110266773384,1195.18268020544,1212.9325742883261
39,1214.480426910746,1214.480426910746,1216.8829193329302,1235.0917479184666
40,1254.5915147359592,1254.5915147359592,1284.5374380645474,1301.5112386797246
41,1278.3294016828581,1284.5374380645474,1313.673439199872,1327.116985992309
42,1307.174254739683,1313.673439199872,1327.116985992309,1340.4678149367912
43,1332.2109190954425,1332.2109190954425,1340.4678149367912,1350.8865426274797
44,1381.7589163921027,1381.7589163921027,1397.9192660052672,1409.024199382992
45,1419.8911084924625,1419.8911084924625,1428.8667256371612,1443.7911742189883
46,1467.7273353348444,1467.7273353348444,1469.1097708379577,1485.585836120493
47,1476.824769332908,1476.824769332908,1499.4428341723274,1510.996343239676
48,1517.4448135011146,1517.4448135011146,1527.1713809031585,1537.4175988291145
49,1561.1448037672333,1561.1448037672333,1569.904813570483,1589.0401785346319
50,1616.5017035888939,1616.5017035888939,1637.4695348589946,1653.9396140973834
51,1654.7168217369037,1654.7168217369037,1658.4328464312664,1675.5789092350833
52,1694.1217800291151,1694.1217800291151,1696.2275872371938,1713.6044110774233
53,1732.742811791532,1732.742811791532,1733.2536652130402,1753.31485277212
54,1783.6688430159252,1783.6688430159252,1788.1558875729183,1800.0420003517982
55,1817.176866493164,1817.176866493164,1829.7774304554332,1851.79683271151
56,1861.3043674349215,1861.3043674349215,1876.632866253044,1890.241397088909
57,1911.033942941415,1911.033942941415,1924.8148646896325,1940.439059131314
58,1955.418996514206,1955.418996514206,1969.3234882521672,1982.6236914077626
59,1998.663462315122,1998.663462315122,2043.057298427011,2059.952057956971
60,2008.1814974440745,2043.057298427011,2059.952057956971,2077.257987191071
61,2035.9866286351694,2047.2936005671445,2077.257987191071,2100.586270146277
62,2073.267042311352,2073.267042311352,2100.586270146277,2118.1528118414135
63,2095.0453039789945,2095.0453039789945,2133.779081410663,2149.3545336026255
64,2112.813391001322,2133.779081410663,2152.0784516313497,2175.4263520673717
65,2127.817709402749,2152.0784516313497,2175.4263520673717,2196.95678972063
66,2169.9674188190793,2169.9674188190793,2196.95678972063,2206.8811708854964
67,2214.9434882302858,2214.9434882302858,2217.000321270357,2232.174674751332
68,2238.692756693035,2238.692756693035,2257.306672118635,2275.9923623196805
69,2277.894292184177,2277.894292184177,2290.4498990963816,2308.6278909604002
70,2288.9572741228994,2290.4498990963816,2312.965900348615,2330.732801796937
71,2321.2359906814504,2321.2359906814504,2330.732801796937,2351.769392737596
72,2371.379762091676,2371.379762091676,2374.888345590808,2391.552478748459
