# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:59
# parameter: seed = 1896593
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       2.330,     2,Finish(1),before,   1,   0,   0,   1,   0
       2.330,     2,Finish(1), after,   2,   0,   0,   0,   1
      13.601,     3,Finish(2),before,   1,   0,   0,   0,   1
      13.601,     3,Finish(2), after,   1,   0,   0,   0,   0
      35.149,     1,  Arrival,before,   0,   0,   0,   0,   0
      35.149,     1,  Arrival, after,   2,   0,   0,   1,   0
      50.756,     5,Finish(1),before,   1,   0,   0,   1,   0
      50.756,     5,Finish(1), after,   2,   0,   0,   0,   1
      68.385,     6,Finish(2),before,   1,   0,   0,   0,   1
      68.385,     6,Finish(2), after,   1,   0,   0,   0,   0
      89.733,     4,  Arrival,before,   0,   0,   0,   0,   0
      89.733,     4,  Arrival, after,   2,   0,   0,   1,   0
     112.034,     7,  Arrival,before,   1,   0,   0,   1,   0
     112.034,     7,  Arrival, after,   2,   1,   0,   1,   0
     142.683,     8,Finish(1),before,   1,   1,   0,   1,   0
     142.683,     8,Finish(1), after,   3,   0,   0,   1,   1
     144.677,     9,  Arrival,before,   2,   0,   0,   1,   1
     144.677,     9,  Arrival, after,   3,   1,   0,   1,   1
     155.213,    11,Finish(2),before,   2,   1,   0,   1,   1
     155.213,    11,Finish(2), after,   2,   1,   0,   1,   0
     155.563,    10,Finish(1),before,   1,   1,   0,   1,   0
     155.563,    10,Finish(1), after,   3,   0,   0,   1,   1
     156.020,    13,Finish(1),before,   2,   0,   0,   1,   1
     156.020,    13,Finish(1), after,   2,   0,   1,   0,   1
     172.299,    14,Finish(2),before,   1,   0,   1,   0,   1
     172.299,    14,Finish(2), after,   2,   0,   0,   0,   1
     182.188,    15,Finish(2),before,   1,   0,   0,   0,   1
     182.188,    15,Finish(2), after,   1,   0,   0,   0,   0
     189.645,    12,  Arrival,before,   0,   0,   0,   0,   0
     189.645,    12,  Arrival, after,   2,   0,   0,   1,   0
     192.471,    17,Finish(1),before,   1,   0,   0,   1,   0
