# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:53
# parameter: seed = 1896520
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       1.748,     2,Finish(1),before,   1,   0,   0,   1,   0
       1.748,     2,Finish(1), after,   2,   0,   0,   0,   1
      12.134,     1,  Arrival,before,   1,   0,   0,   0,   1
      12.134,     1,  Arrival, after,   3,   0,   0,   1,   1
      24.541,     3,Finish(2),before,   2,   0,   0,   1,   1
      24.541,     3,Finish(2), after,   2,   0,   0,   1,   0
      38.287,     5,Finish(1),before,   1,   0,   0,   1,   0
      38.287,     5,Finish(1), after,   2,   0,   0,   0,   1
      56.652,     6,Finish(2),before,   1,   0,   0,   0,   1
      56.652,     6,Finish(2), after,   1,   0,   0,   0,   0
      56.675,     4,  Arrival,before,   0,   0,   0,   0,   0
      56.675,     4,  Arrival, after,   2,   0,   0,   1,   0
      73.350,     7,  Arrival,before,   1,   0,   0,   1,   0
      73.350,     7,  Arrival, after,   2,   1,   0,   1,   0
      81.204,     9,  Arrival,before,   1,   1,   0,   1,   0
      81.204,     9,  Arrival, after,   2,   2,   0,   1,   0
      86.399,     8,Finish(1),before,   1,   2,   0,   1,   0
      86.399,     8,Finish(1), after,   3,   1,   0,   1,   1
      89.646,    11,Finish(1),before,   2,   1,   0,   1,   1
      89.646,    11,Finish(1), after,   3,   0,   1,   1,   1
      91.882,    13,Finish(1),before,   2,   0,   1,   1,   1
      91.882,    13,Finish(1), after,   2,   0,   2,   0,   1
     100.717,    12,Finish(2),before,   1,   0,   2,   0,   1
     100.717,    12,Finish(2), after,   2,   0,   1,   0,   1
     118.027,    14,Finish(2),before,   1,   0,   1,   0,   1
     118.027,    14,Finish(2), after,   2,   0,   0,   0,   1
     122.561,    10,  Arrival,before,   1,   0,   0,   0,   1
     122.561,    10,  Arrival, after,   3,   0,   0,   1,   1
     122.596,    17,Finish(1),before,   2,   0,   0,   1,   1
     122.596,    17,Finish(1), after,   2,   0,   1,   0,   1
     133.538,    16,  Arrival,before,   1,   0,   1,   0,   1
