# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:51
# parameter: seed = 1896491
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      32.677,     2,Finish(1),before,   1,   0,   0,   1,   0
      32.677,     2,Finish(1), after,   2,   0,   0,   0,   1
      45.074,     1,  Arrival,before,   1,   0,   0,   0,   1
      45.074,     1,  Arrival, after,   3,   0,   0,   1,   1
      47.495,     3,Finish(2),before,   2,   0,   0,   1,   1
      47.495,     3,Finish(2), after,   2,   0,   0,   1,   0
      50.024,     5,Finish(1),before,   1,   0,   0,   1,   0
      50.024,     5,Finish(1), after,   2,   0,   0,   0,   1
      63.862,     6,Finish(2),before,   1,   0,   0,   0,   1
      63.862,     6,Finish(2), after,   1,   0,   0,   0,   0
      64.583,     4,  Arrival,before,   0,   0,   0,   0,   0
      64.583,     4,  Arrival, after,   2,   0,   0,   1,   0
      65.880,     8,Finish(1),before,   1,   0,   0,   1,   0
      65.880,     8,Finish(1), after,   2,   0,   0,   0,   1
      83.142,     9,Finish(2),before,   1,   0,   0,   0,   1
      83.142,     9,Finish(2), after,   1,   0,   0,   0,   0
     115.188,     7,  Arrival,before,   0,   0,   0,   0,   0
     115.188,     7,  Arrival, after,   2,   0,   0,   1,   0
     128.411,    11,Finish(1),before,   1,   0,   0,   1,   0
     128.411,    11,Finish(1), after,   2,   0,   0,   0,   1
     139.156,    12,Finish(2),before,   1,   0,   0,   0,   1
     139.156,    12,Finish(2), after,   1,   0,   0,   0,   0
     153.959,    10,  Arrival,before,   0,   0,   0,   0,   0
     153.959,    10,  Arrival, after,   2,   0,   0,   1,   0
     180.336,    14,Finish(1),before,   1,   0,   0,   1,   0
     180.336,    14,Finish(1), after,   2,   0,   0,   0,   1
     191.887,    15,Finish(2),before,   1,   0,   0,   0,   1
     191.887,    15,Finish(2), after,   1,   0,   0,   0,   0
     204.782,    13,  Arrival,before,   0,   0,   0,   0,   0
     204.782,    13,  Arrival, after,   2,   0,   0,   1,   0
     211.063,    17,Finish(1),before,   1,   0,   0,   1,   0
