# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:57
# parameter: seed = 1896577
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      14.721,     2,Finish(1),before,   1,   0,   0,   1,   0
      14.721,     2,Finish(1), after,   2,   0,   0,   0,   1
      23.529,     1,  Arrival,before,   1,   0,   0,   0,   1
      23.529,     1,  Arrival, after,   3,   0,   0,   1,   1
      28.889,     3,Finish(2),before,   2,   0,   0,   1,   1
      28.889,     3,Finish(2), after,   2,   0,   0,   1,   0
      30.177,     5,Finish(1),before,   1,   0,   0,   1,   0
      30.177,     5,Finish(1), after,   2,   0,   0,   0,   1
      41.816,     6,Finish(2),before,   1,   0,   0,   0,   1
      41.816,     6,Finish(2), after,   1,   0,   0,   0,   0
      79.200,     4,  Arrival,before,   0,   0,   0,   0,   0
      79.200,     4,  Arrival, after,   2,   0,   0,   1,   0
      79.276,     8,Finish(1),before,   1,   0,   0,   1,   0
      79.276,     8,Finish(1), after,   2,   0,   0,   0,   1
      87.117,     7,  Arrival,before,   1,   0,   0,   0,   1
      87.117,     7,  Arrival, after,   3,   0,   0,   1,   1
      91.100,     9,Finish(2),before,   2,   0,   0,   1,   1
      91.100,     9,Finish(2), after,   2,   0,   0,   1,   0
      91.382,    11,Finish(1),before,   1,   0,   0,   1,   0
      91.382,    11,Finish(1), after,   2,   0,   0,   0,   1
     108.741,    12,Finish(2),before,   1,   0,   0,   0,   1
     108.741,    12,Finish(2), after,   1,   0,   0,   0,   0
     126.937,    10,  Arrival,before,   0,   0,   0,   0,   0
     126.937,    10,  Arrival, after,   2,   0,   0,   1,   0
     127.974,    14,Finish(1),before,   1,   0,   0,   1,   0
     127.974,    14,Finish(1), after,   2,   0,   0,   0,   1
     141.535,    13,  Arrival,before,   1,   0,   0,   0,   1
     141.535,    13,  Arrival, after,   3,   0,   0,   1,   1
     146.678,    15,Finish(2),before,   2,   0,   0,   1,   1
     146.678,    15,Finish(2), after,   2,   0,   0,   1,   0
     149.032,    17,Finish(1),before,   1,   0,   0,   1,   0
