# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:50
# parameter: seed = 1896481
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.431,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.431,     2,Finish(1), after,   2,   0,   0,   0,   1
      13.158,     3,Finish(2),before,   1,   0,   0,   0,   1
      13.158,     3,Finish(2), after,   1,   0,   0,   0,   0
      49.811,     1,  Arrival,before,   0,   0,   0,   0,   0
      49.811,     1,  Arrival, after,   2,   0,   0,   1,   0
      64.000,     4,  Arrival,before,   1,   0,   0,   1,   0
      64.000,     4,  Arrival, after,   2,   1,   0,   1,   0
      71.331,     5,Finish(1),before,   1,   1,   0,   1,   0
      71.331,     5,Finish(1), after,   3,   0,   0,   1,   1
      71.897,     7,Finish(1),before,   2,   0,   0,   1,   1
      71.897,     7,Finish(1), after,   2,   0,   1,   0,   1
      78.884,     6,  Arrival,before,   1,   0,   1,   0,   1
      78.884,     6,  Arrival, after,   3,   0,   1,   1,   1
      84.743,    10,Finish(1),before,   2,   0,   1,   1,   1
      84.743,    10,Finish(1), after,   2,   0,   2,   0,   1
      87.911,     8,Finish(2),before,   1,   0,   2,   0,   1
      87.911,     8,Finish(2), after,   2,   0,   1,   0,   1
     102.801,    11,Finish(2),before,   1,   0,   1,   0,   1
     102.801,    11,Finish(2), after,   2,   0,   0,   0,   1
     118.956,    12,Finish(2),before,   1,   0,   0,   0,   1
     118.956,    12,Finish(2), after,   1,   0,   0,   0,   0
     127.412,     9,  Arrival,before,   0,   0,   0,   0,   0
     127.412,     9,  Arrival, after,   2,   0,   0,   1,   0
     130.178,    14,Finish(1),before,   1,   0,   0,   1,   0
     130.178,    14,Finish(1), after,   2,   0,   0,   0,   1
     144.886,    15,Finish(2),before,   1,   0,   0,   0,   1
     144.886,    15,Finish(2), after,   1,   0,   0,   0,   0
     177.983,    13,  Arrival,before,   0,   0,   0,   0,   0
     177.983,    13,  Arrival, after,   2,   0,   0,   1,   0
     189.766,    17,Finish(1),before,   1,   0,   0,   1,   0
