# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:50
# parameter: seed = 1896475
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      15.808,     2,Finish(1),before,   1,   0,   0,   1,   0
      15.808,     2,Finish(1), after,   2,   0,   0,   0,   1
      33.454,     1,  Arrival,before,   1,   0,   0,   0,   1
      33.454,     1,  Arrival, after,   3,   0,   0,   1,   1
      34.552,     3,Finish(2),before,   2,   0,   0,   1,   1
      34.552,     3,Finish(2), after,   2,   0,   0,   1,   0
      54.050,     4,  Arrival,before,   1,   0,   0,   1,   0
      54.050,     4,  Arrival, after,   2,   1,   0,   1,   0
      55.987,     5,Finish(1),before,   1,   1,   0,   1,   0
      55.987,     5,Finish(1), after,   3,   0,   0,   1,   1
      58.741,     7,Finish(1),before,   2,   0,   0,   1,   1
      58.741,     7,Finish(1), after,   2,   0,   1,   0,   1
      73.960,     8,Finish(2),before,   1,   0,   1,   0,   1
      73.960,     8,Finish(2), after,   2,   0,   0,   0,   1
      85.469,     9,Finish(2),before,   1,   0,   0,   0,   1
      85.469,     9,Finish(2), after,   1,   0,   0,   0,   0
     103.426,     6,  Arrival,before,   0,   0,   0,   0,   0
     103.426,     6,  Arrival, after,   2,   0,   0,   1,   0
     117.949,    11,Finish(1),before,   1,   0,   0,   1,   0
     117.949,    11,Finish(1), after,   2,   0,   0,   0,   1
     128.407,    12,Finish(2),before,   1,   0,   0,   0,   1
     128.407,    12,Finish(2), after,   1,   0,   0,   0,   0
     130.838,    10,  Arrival,before,   0,   0,   0,   0,   0
     130.838,    10,  Arrival, after,   2,   0,   0,   1,   0
     142.047,    14,Finish(1),before,   1,   0,   0,   1,   0
     142.047,    14,Finish(1), after,   2,   0,   0,   0,   1
     159.765,    15,Finish(2),before,   1,   0,   0,   0,   1
     159.765,    15,Finish(2), after,   1,   0,   0,   0,   0
     171.657,    13,  Arrival,before,   0,   0,   0,   0,   0
     171.657,    13,  Arrival, after,   2,   0,   0,   1,   0
     178.143,    17,Finish(1),before,   1,   0,   0,   1,   0
