# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:56
# parameter: seed = 1896560
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      28.571,     2,Finish(1),before,   1,   0,   0,   1,   0
      28.571,     2,Finish(1), after,   2,   0,   0,   0,   1
      41.183,     1,  Arrival,before,   1,   0,   0,   0,   1
      41.183,     1,  Arrival, after,   3,   0,   0,   1,   1
      41.690,     5,Finish(1),before,   2,   0,   0,   1,   1
      41.690,     5,Finish(1), after,   2,   0,   1,   0,   1
      44.452,     3,Finish(2),before,   1,   0,   1,   0,   1
      44.452,     3,Finish(2), after,   2,   0,   0,   0,   1
      57.186,     6,Finish(2),before,   1,   0,   0,   0,   1
      57.186,     6,Finish(2), after,   1,   0,   0,   0,   0
      59.008,     4,  Arrival,before,   0,   0,   0,   0,   0
      59.008,     4,  Arrival, after,   2,   0,   0,   1,   0
      71.237,     8,Finish(1),before,   1,   0,   0,   1,   0
      71.237,     8,Finish(1), after,   2,   0,   0,   0,   1
      89.845,     9,Finish(2),before,   1,   0,   0,   0,   1
      89.845,     9,Finish(2), after,   1,   0,   0,   0,   0
     111.643,     7,  Arrival,before,   0,   0,   0,   0,   0
     111.643,     7,  Arrival, after,   2,   0,   0,   1,   0
     130.823,    11,Finish(1),before,   1,   0,   0,   1,   0
     130.823,    11,Finish(1), after,   2,   0,   0,   0,   1
     133.395,    10,  Arrival,before,   1,   0,   0,   0,   1
     133.395,    10,  Arrival, after,   3,   0,   0,   1,   1
     148.210,    12,Finish(2),before,   2,   0,   0,   1,   1
     148.210,    12,Finish(2), after,   2,   0,   0,   1,   0
     152.363,    13,  Arrival,before,   1,   0,   0,   1,   0
     152.363,    13,  Arrival, after,   2,   1,   0,   1,   0
     173.193,    14,Finish(1),before,   1,   1,   0,   1,   0
     173.193,    14,Finish(1), after,   3,   0,   0,   1,   1
     186.465,    16,Finish(1),before,   2,   0,   0,   1,   1
     186.465,    16,Finish(1), after,   2,   0,   1,   0,   1
     187.681,    17,Finish(2),before,   1,   0,   1,   0,   1
