# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:40:00
# parameter: seed = 1896606
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      12.976,     2,Finish(1),before,   1,   0,   0,   1,   0
      12.976,     2,Finish(1), after,   2,   0,   0,   0,   1
      26.275,     3,Finish(2),before,   1,   0,   0,   0,   1
      26.275,     3,Finish(2), after,   1,   0,   0,   0,   0
      38.590,     1,  Arrival,before,   0,   0,   0,   0,   0
      38.590,     1,  Arrival, after,   2,   0,   0,   1,   0
      47.853,     5,Finish(1),before,   1,   0,   0,   1,   0
      47.853,     5,Finish(1), after,   2,   0,   0,   0,   1
      62.688,     6,Finish(2),before,   1,   0,   0,   0,   1
      62.688,     6,Finish(2), after,   1,   0,   0,   0,   0
      71.291,     4,  Arrival,before,   0,   0,   0,   0,   0
      71.291,     4,  Arrival, after,   2,   0,   0,   1,   0
      92.858,     8,Finish(1),before,   1,   0,   0,   1,   0
      92.858,     8,Finish(1), after,   2,   0,   0,   0,   1
      93.279,     7,  Arrival,before,   1,   0,   0,   0,   1
      93.279,     7,  Arrival, after,   3,   0,   0,   1,   1
      97.951,    11,Finish(1),before,   2,   0,   0,   1,   1
      97.951,    11,Finish(1), after,   2,   0,   1,   0,   1
     110.229,     9,Finish(2),before,   1,   0,   1,   0,   1
     110.229,     9,Finish(2), after,   2,   0,   0,   0,   1
     128.799,    12,Finish(2),before,   1,   0,   0,   0,   1
     128.799,    12,Finish(2), after,   1,   0,   0,   0,   0
     135.686,    10,  Arrival,before,   0,   0,   0,   0,   0
     135.686,    10,  Arrival, after,   2,   0,   0,   1,   0
     139.471,    14,Finish(1),before,   1,   0,   0,   1,   0
     139.471,    14,Finish(1), after,   2,   0,   0,   0,   1
     155.317,    15,Finish(2),before,   1,   0,   0,   0,   1
     155.317,    15,Finish(2), after,   1,   0,   0,   0,   0
     165.416,    13,  Arrival,before,   0,   0,   0,   0,   0
     165.416,    13,  Arrival, after,   2,   0,   0,   1,   0
     171.088,    17,Finish(1),before,   1,   0,   0,   1,   0
