# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:56
# parameter: seed = 1896558
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.873,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.873,     2,Finish(1), after,   2,   0,   0,   0,   1
      27.083,     3,Finish(2),before,   1,   0,   0,   0,   1
      27.083,     3,Finish(2), after,   1,   0,   0,   0,   0
      51.731,     1,  Arrival,before,   0,   0,   0,   0,   0
      51.731,     1,  Arrival, after,   2,   0,   0,   1,   0
      63.831,     5,Finish(1),before,   1,   0,   0,   1,   0
      63.831,     5,Finish(1), after,   2,   0,   0,   0,   1
      78.762,     6,Finish(2),before,   1,   0,   0,   0,   1
      78.762,     6,Finish(2), after,   1,   0,   0,   0,   0
      87.691,     4,  Arrival,before,   0,   0,   0,   0,   0
      87.691,     4,  Arrival, after,   2,   0,   0,   1,   0
      95.838,     8,Finish(1),before,   1,   0,   0,   1,   0
      95.838,     8,Finish(1), after,   2,   0,   0,   0,   1
     114.528,     7,  Arrival,before,   1,   0,   0,   0,   1
     114.528,     7,  Arrival, after,   3,   0,   0,   1,   1
     115.091,     9,Finish(2),before,   2,   0,   0,   1,   1
     115.091,     9,Finish(2), after,   2,   0,   0,   1,   0
     123.387,    11,Finish(1),before,   1,   0,   0,   1,   0
     123.387,    11,Finish(1), after,   2,   0,   0,   0,   1
     131.956,    12,Finish(2),before,   1,   0,   0,   0,   1
     131.956,    12,Finish(2), after,   1,   0,   0,   0,   0
     158.775,    10,  Arrival,before,   0,   0,   0,   0,   0
     158.775,    10,  Arrival, after,   2,   0,   0,   1,   0
     167.854,    14,Finish(1),before,   1,   0,   0,   1,   0
     167.854,    14,Finish(1), after,   2,   0,   0,   0,   1
     179.740,    15,Finish(2),before,   1,   0,   0,   0,   1
     179.740,    15,Finish(2), after,   1,   0,   0,   0,   0
     188.758,    13,  Arrival,before,   0,   0,   0,   0,   0
     188.758,    13,  Arrival, after,   2,   0,   0,   1,   0
     206.785,    17,Finish(1),before,   1,   0,   0,   1,   0
