# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:57
# parameter: seed = 1896571
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      22.268,     2,Finish(1),before,   1,   0,   0,   1,   0
      22.268,     2,Finish(1), after,   2,   0,   0,   0,   1
      41.719,     3,Finish(2),before,   1,   0,   0,   0,   1
      41.719,     3,Finish(2), after,   1,   0,   0,   0,   0
      55.172,     1,  Arrival,before,   0,   0,   0,   0,   0
      55.172,     1,  Arrival, after,   2,   0,   0,   1,   0
      63.638,     5,Finish(1),before,   1,   0,   0,   1,   0
      63.638,     5,Finish(1), after,   2,   0,   0,   0,   1
      69.250,     4,  Arrival,before,   1,   0,   0,   0,   1
      69.250,     4,  Arrival, after,   3,   0,   0,   1,   1
      70.816,     8,Finish(1),before,   2,   0,   0,   1,   1
      70.816,     8,Finish(1), after,   2,   0,   1,   0,   1
      80.528,     6,Finish(2),before,   1,   0,   1,   0,   1
      80.528,     6,Finish(2), after,   2,   0,   0,   0,   1
      95.773,     7,  Arrival,before,   1,   0,   0,   0,   1
      95.773,     7,  Arrival, after,   3,   0,   0,   1,   1
      96.358,     9,Finish(2),before,   2,   0,   0,   1,   1
      96.358,     9,Finish(2), after,   2,   0,   0,   1,   0
      99.455,    11,Finish(1),before,   1,   0,   0,   1,   0
      99.455,    11,Finish(1), after,   2,   0,   0,   0,   1
     119.255,    12,Finish(2),before,   1,   0,   0,   0,   1
     119.255,    12,Finish(2), after,   1,   0,   0,   0,   0
     143.334,    10,  Arrival,before,   0,   0,   0,   0,   0
     143.334,    10,  Arrival, after,   2,   0,   0,   1,   0
     162.236,    14,Finish(1),before,   1,   0,   0,   1,   0
     162.236,    14,Finish(1), after,   2,   0,   0,   0,   1
     181.666,    15,Finish(2),before,   1,   0,   0,   0,   1
     181.666,    15,Finish(2), after,   1,   0,   0,   0,   0
     196.180,    13,  Arrival,before,   0,   0,   0,   0,   0
     196.180,    13,  Arrival, after,   2,   0,   0,   1,   0
     197.276,    17,Finish(1),before,   1,   0,   0,   1,   0
