# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:56
# parameter: seed = 1896552
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      19.629,     2,Finish(1),before,   1,   0,   0,   1,   0
      19.629,     2,Finish(1), after,   2,   0,   0,   0,   1
      33.469,     3,Finish(2),before,   1,   0,   0,   0,   1
      33.469,     3,Finish(2), after,   1,   0,   0,   0,   0
      35.374,     1,  Arrival,before,   0,   0,   0,   0,   0
      35.374,     1,  Arrival, after,   2,   0,   0,   1,   0
      48.040,     5,Finish(1),before,   1,   0,   0,   1,   0
      48.040,     5,Finish(1), after,   2,   0,   0,   0,   1
      69.622,     6,Finish(2),before,   1,   0,   0,   0,   1
      69.622,     6,Finish(2), after,   1,   0,   0,   0,   0
      77.741,     4,  Arrival,before,   0,   0,   0,   0,   0
      77.741,     4,  Arrival, after,   2,   0,   0,   1,   0
      92.309,     8,Finish(1),before,   1,   0,   0,   1,   0
      92.309,     8,Finish(1), after,   2,   0,   0,   0,   1
     108.436,     9,Finish(2),before,   1,   0,   0,   0,   1
     108.436,     9,Finish(2), after,   1,   0,   0,   0,   0
     123.184,     7,  Arrival,before,   0,   0,   0,   0,   0
     123.184,     7,  Arrival, after,   2,   0,   0,   1,   0
     137.599,    11,Finish(1),before,   1,   0,   0,   1,   0
     137.599,    11,Finish(1), after,   2,   0,   0,   0,   1
     139.257,    10,  Arrival,before,   1,   0,   0,   0,   1
     139.257,    10,  Arrival, after,   3,   0,   0,   1,   1
     152.157,    12,Finish(2),before,   2,   0,   0,   1,   1
     152.157,    12,Finish(2), after,   2,   0,   0,   1,   0
     163.820,    14,Finish(1),before,   1,   0,   0,   1,   0
     163.820,    14,Finish(1), after,   2,   0,   0,   0,   1
     177.223,    13,  Arrival,before,   1,   0,   0,   0,   1
     177.223,    13,  Arrival, after,   3,   0,   0,   1,   1
     177.774,    17,Finish(1),before,   2,   0,   0,   1,   1
     177.774,    17,Finish(1), after,   2,   0,   1,   0,   1
     177.906,    15,Finish(2),before,   1,   0,   1,   0,   1
