# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:57
# parameter: seed = 1896568
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      45.397,     2,Finish(1),before,   1,   0,   0,   1,   0
      45.397,     2,Finish(1), after,   2,   0,   0,   0,   1
      46.993,     1,  Arrival,before,   1,   0,   0,   0,   1
      46.993,     1,  Arrival, after,   3,   0,   0,   1,   1
      57.049,     3,Finish(2),before,   2,   0,   0,   1,   1
      57.049,     3,Finish(2), after,   2,   0,   0,   1,   0
      73.233,     5,Finish(1),before,   1,   0,   0,   1,   0
      73.233,     5,Finish(1), after,   2,   0,   0,   0,   1
      88.275,     4,  Arrival,before,   1,   0,   0,   0,   1
      88.275,     4,  Arrival, after,   3,   0,   0,   1,   1
      91.676,     6,Finish(2),before,   2,   0,   0,   1,   1
      91.676,     6,Finish(2), after,   2,   0,   0,   1,   0
      98.558,     8,Finish(1),before,   1,   0,   0,   1,   0
      98.558,     8,Finish(1), after,   2,   0,   0,   0,   1
     100.101,     7,  Arrival,before,   1,   0,   0,   0,   1
     100.101,     7,  Arrival, after,   3,   0,   0,   1,   1
     111.039,     9,Finish(2),before,   2,   0,   0,   1,   1
     111.039,     9,Finish(2), after,   2,   0,   0,   1,   0
     114.094,    11,Finish(1),before,   1,   0,   0,   1,   0
     114.094,    11,Finish(1), after,   2,   0,   0,   0,   1
     127.532,    10,  Arrival,before,   1,   0,   0,   0,   1
     127.532,    10,  Arrival, after,   3,   0,   0,   1,   1
     127.685,    14,Finish(1),before,   2,   0,   0,   1,   1
     127.685,    14,Finish(1), after,   2,   0,   1,   0,   1
     128.777,    12,Finish(2),before,   1,   0,   1,   0,   1
     128.777,    12,Finish(2), after,   2,   0,   0,   0,   1
     144.939,    15,Finish(2),before,   1,   0,   0,   0,   1
     144.939,    15,Finish(2), after,   1,   0,   0,   0,   0
     175.502,    13,  Arrival,before,   0,   0,   0,   0,   0
     175.502,    13,  Arrival, after,   2,   0,   0,   1,   0
     186.441,    17,Finish(1),before,   1,   0,   0,   1,   0
