# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:48
# parameter: seed = 1896451
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.366,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.366,     2,Finish(1), after,   2,   0,   0,   0,   1
      16.025,     1,  Arrival,before,   1,   0,   0,   0,   1
      16.025,     1,  Arrival, after,   3,   0,   0,   1,   1
      16.464,     3,Finish(2),before,   2,   0,   0,   1,   1
      16.464,     3,Finish(2), after,   2,   0,   0,   1,   0
      26.965,     5,Finish(1),before,   1,   0,   0,   1,   0
      26.965,     5,Finish(1), after,   2,   0,   0,   0,   1
      48.321,     6,Finish(2),before,   1,   0,   0,   0,   1
      48.321,     6,Finish(2), after,   1,   0,   0,   0,   0
      62.250,     4,  Arrival,before,   0,   0,   0,   0,   0
      62.250,     4,  Arrival, after,   2,   0,   0,   1,   0
      76.896,     7,  Arrival,before,   1,   0,   0,   1,   0
      76.896,     7,  Arrival, after,   2,   1,   0,   1,   0
      90.251,     9,  Arrival,before,   1,   1,   0,   1,   0
      90.251,     9,  Arrival, after,   2,   2,   0,   1,   0
     100.625,    10,  Arrival,before,   1,   2,   0,   1,   0
     100.625,    10,  Arrival, after,   2,   3,   0,   1,   0
     116.354,     8,Finish(1),before,   1,   3,   0,   1,   0
     116.354,     8,Finish(1), after,   3,   2,   0,   1,   1
     136.750,    13,Finish(2),before,   2,   2,   0,   1,   1
     136.750,    13,Finish(2), after,   2,   2,   0,   1,   0
     138.611,    12,Finish(1),before,   1,   2,   0,   1,   0
     138.611,    12,Finish(1), after,   3,   1,   0,   1,   1
     139.709,    14,Finish(1),before,   2,   1,   0,   1,   1
     139.709,    14,Finish(1), after,   3,   0,   1,   1,   1
     140.999,    16,Finish(1),before,   2,   0,   1,   1,   1
     140.999,    16,Finish(1), after,   2,   0,   2,   0,   1
     155.008,    11,  Arrival,before,   1,   0,   2,   0,   1
     155.008,    11,  Arrival, after,   3,   0,   2,   1,   1
     156.809,    18,Finish(1),before,   2,   0,   2,   1,   1
