# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:58
# parameter: seed = 1896582
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.631,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.631,     2,Finish(1), after,   2,   0,   0,   0,   1
      19.053,     3,Finish(2),before,   1,   0,   0,   0,   1
      19.053,     3,Finish(2), after,   1,   0,   0,   0,   0
      21.160,     1,  Arrival,before,   0,   0,   0,   0,   0
      21.160,     1,  Arrival, after,   2,   0,   0,   1,   0
      24.287,     5,Finish(1),before,   1,   0,   0,   1,   0
      24.287,     5,Finish(1), after,   2,   0,   0,   0,   1
      31.491,     4,  Arrival,before,   1,   0,   0,   0,   1
      31.491,     4,  Arrival, after,   3,   0,   0,   1,   1
      32.725,     8,Finish(1),before,   2,   0,   0,   1,   1
      32.725,     8,Finish(1), after,   2,   0,   1,   0,   1
      39.013,     6,Finish(2),before,   1,   0,   1,   0,   1
      39.013,     6,Finish(2), after,   2,   0,   0,   0,   1
      50.624,     9,Finish(2),before,   1,   0,   0,   0,   1
      50.624,     9,Finish(2), after,   1,   0,   0,   0,   0
      79.904,     7,  Arrival,before,   0,   0,   0,   0,   0
      79.904,     7,  Arrival, after,   2,   0,   0,   1,   0
      87.137,    11,Finish(1),before,   1,   0,   0,   1,   0
      87.137,    11,Finish(1), after,   2,   0,   0,   0,   1
     100.276,    12,Finish(2),before,   1,   0,   0,   0,   1
     100.276,    12,Finish(2), after,   1,   0,   0,   0,   0
     105.273,    10,  Arrival,before,   0,   0,   0,   0,   0
     105.273,    10,  Arrival, after,   2,   0,   0,   1,   0
     143.997,    13,  Arrival,before,   1,   0,   0,   1,   0
     143.997,    13,  Arrival, after,   2,   1,   0,   1,   0
     156.302,    14,Finish(1),before,   1,   1,   0,   1,   0
     156.302,    14,Finish(1), after,   3,   0,   0,   1,   1
     163.829,    15,  Arrival,before,   2,   0,   0,   1,   1
     163.829,    15,  Arrival, after,   3,   1,   0,   1,   1
     167.164,    16,Finish(1),before,   2,   1,   0,   1,   1
