# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:58
# parameter: seed = 1896580
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      10.374,     2,Finish(1),before,   1,   0,   0,   1,   0
      10.374,     2,Finish(1), after,   2,   0,   0,   0,   1
      25.884,     3,Finish(2),before,   1,   0,   0,   0,   1
      25.884,     3,Finish(2), after,   1,   0,   0,   0,   0
      31.708,     1,  Arrival,before,   0,   0,   0,   0,   0
      31.708,     1,  Arrival, after,   2,   0,   0,   1,   0
      33.261,     5,Finish(1),before,   1,   0,   0,   1,   0
      33.261,     5,Finish(1), after,   2,   0,   0,   0,   1
      47.621,     6,Finish(2),before,   1,   0,   0,   0,   1
      47.621,     6,Finish(2), after,   1,   0,   0,   0,   0
      60.175,     4,  Arrival,before,   0,   0,   0,   0,   0
      60.175,     4,  Arrival, after,   2,   0,   0,   1,   0
      61.182,     8,Finish(1),before,   1,   0,   0,   1,   0
      61.182,     8,Finish(1), after,   2,   0,   0,   0,   1
      72.865,     9,Finish(2),before,   1,   0,   0,   0,   1
      72.865,     9,Finish(2), after,   1,   0,   0,   0,   0
      82.789,     7,  Arrival,before,   0,   0,   0,   0,   0
      82.789,     7,  Arrival, after,   2,   0,   0,   1,   0
      86.903,    11,Finish(1),before,   1,   0,   0,   1,   0
      86.903,    11,Finish(1), after,   2,   0,   0,   0,   1
      94.739,    10,  Arrival,before,   1,   0,   0,   0,   1
      94.739,    10,  Arrival, after,   3,   0,   0,   1,   1
      97.696,    12,Finish(2),before,   2,   0,   0,   1,   1
      97.696,    12,Finish(2), after,   2,   0,   0,   1,   0
     102.867,    14,Finish(1),before,   1,   0,   0,   1,   0
     102.867,    14,Finish(1), after,   2,   0,   0,   0,   1
     114.212,    13,  Arrival,before,   1,   0,   0,   0,   1
     114.212,    13,  Arrival, after,   3,   0,   0,   1,   1
     116.290,    15,Finish(2),before,   2,   0,   0,   1,   1
     116.290,    15,Finish(2), after,   2,   0,   0,   1,   0
     139.566,    17,Finish(1),before,   1,   0,   0,   1,   0
