# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:52
# parameter: seed = 1896498
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       2.550,     2,Finish(1),before,   1,   0,   0,   1,   0
       2.550,     2,Finish(1), after,   2,   0,   0,   0,   1
      23.676,     3,Finish(2),before,   1,   0,   0,   0,   1
      23.676,     3,Finish(2), after,   1,   0,   0,   0,   0
      32.157,     1,  Arrival,before,   0,   0,   0,   0,   0
      32.157,     1,  Arrival, after,   2,   0,   0,   1,   0
      47.334,     5,Finish(1),before,   1,   0,   0,   1,   0
      47.334,     5,Finish(1), after,   2,   0,   0,   0,   1
      64.894,     6,Finish(2),before,   1,   0,   0,   0,   1
      64.894,     6,Finish(2), after,   1,   0,   0,   0,   0
      84.192,     4,  Arrival,before,   0,   0,   0,   0,   0
      84.192,     4,  Arrival, after,   2,   0,   0,   1,   0
      92.622,     8,Finish(1),before,   1,   0,   0,   1,   0
      92.622,     8,Finish(1), after,   2,   0,   0,   0,   1
     105.090,     7,  Arrival,before,   1,   0,   0,   0,   1
     105.090,     7,  Arrival, after,   3,   0,   0,   1,   1
     110.056,     9,Finish(2),before,   2,   0,   0,   1,   1
     110.056,     9,Finish(2), after,   2,   0,   0,   1,   0
     114.562,    11,Finish(1),before,   1,   0,   0,   1,   0
     114.562,    11,Finish(1), after,   2,   0,   0,   0,   1
     133.912,    12,Finish(2),before,   1,   0,   0,   0,   1
     133.912,    12,Finish(2), after,   1,   0,   0,   0,   0
     142.829,    10,  Arrival,before,   0,   0,   0,   0,   0
     142.829,    10,  Arrival, after,   2,   0,   0,   1,   0
     145.520,    14,Finish(1),before,   1,   0,   0,   1,   0
     145.520,    14,Finish(1), after,   2,   0,   0,   0,   1
     164.994,    15,Finish(2),before,   1,   0,   0,   0,   1
     164.994,    15,Finish(2), after,   1,   0,   0,   0,   0
     189.029,    13,  Arrival,before,   0,   0,   0,   0,   0
     189.029,    13,  Arrival, after,   2,   0,   0,   1,   0
     195.570,    17,Finish(1),before,   1,   0,   0,   1,   0
