# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:55
# parameter: seed = 1896549
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.158,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.158,     2,Finish(1), after,   2,   0,   0,   0,   1
      21.562,     3,Finish(2),before,   1,   0,   0,   0,   1
      21.562,     3,Finish(2), after,   1,   0,   0,   0,   0
      27.195,     1,  Arrival,before,   0,   0,   0,   0,   0
      27.195,     1,  Arrival, after,   2,   0,   0,   1,   0
      30.713,     5,Finish(1),before,   1,   0,   0,   1,   0
      30.713,     5,Finish(1), after,   2,   0,   0,   0,   1
      48.766,     4,  Arrival,before,   1,   0,   0,   0,   1
      48.766,     4,  Arrival, after,   3,   0,   0,   1,   1
      49.011,     6,Finish(2),before,   2,   0,   0,   1,   1
      49.011,     6,Finish(2), after,   2,   0,   0,   1,   0
      55.629,     8,Finish(1),before,   1,   0,   0,   1,   0
      55.629,     8,Finish(1), after,   2,   0,   0,   0,   1
      74.535,     9,Finish(2),before,   1,   0,   0,   0,   1
      74.535,     9,Finish(2), after,   1,   0,   0,   0,   0
      79.512,     7,  Arrival,before,   0,   0,   0,   0,   0
      79.512,     7,  Arrival, after,   2,   0,   0,   1,   0
      88.194,    11,Finish(1),before,   1,   0,   0,   1,   0
      88.194,    11,Finish(1), after,   2,   0,   0,   0,   1
     102.217,    12,Finish(2),before,   1,   0,   0,   0,   1
     102.217,    12,Finish(2), after,   1,   0,   0,   0,   0
     123.456,    10,  Arrival,before,   0,   0,   0,   0,   0
     123.456,    10,  Arrival, after,   2,   0,   0,   1,   0
     141.631,    14,Finish(1),before,   1,   0,   0,   1,   0
     141.631,    14,Finish(1), after,   2,   0,   0,   0,   1
     156.545,    13,  Arrival,before,   1,   0,   0,   0,   1
     156.545,    13,  Arrival, after,   3,   0,   0,   1,   1
     157.933,    15,Finish(2),before,   2,   0,   0,   1,   1
     157.933,    15,Finish(2), after,   2,   0,   0,   1,   0
     161.049,    17,Finish(1),before,   1,   0,   0,   1,   0
