# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:55
# parameter: seed = 1896541
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       1.545,     2,Finish(1),before,   1,   0,   0,   1,   0
       1.545,     2,Finish(1), after,   2,   0,   0,   0,   1
      17.946,     3,Finish(2),before,   1,   0,   0,   0,   1
      17.946,     3,Finish(2), after,   1,   0,   0,   0,   0
      21.385,     1,  Arrival,before,   0,   0,   0,   0,   0
      21.385,     1,  Arrival, after,   2,   0,   0,   1,   0
      22.495,     5,Finish(1),before,   1,   0,   0,   1,   0
      22.495,     5,Finish(1), after,   2,   0,   0,   0,   1
      33.787,     6,Finish(2),before,   1,   0,   0,   0,   1
      33.787,     6,Finish(2), after,   1,   0,   0,   0,   0
      67.500,     4,  Arrival,before,   0,   0,   0,   0,   0
      67.500,     4,  Arrival, after,   2,   0,   0,   1,   0
      75.087,     8,Finish(1),before,   1,   0,   0,   1,   0
      75.087,     8,Finish(1), after,   2,   0,   0,   0,   1
      91.054,     7,  Arrival,before,   1,   0,   0,   0,   1
      91.054,     7,  Arrival, after,   3,   0,   0,   1,   1
      93.041,     9,Finish(2),before,   2,   0,   0,   1,   1
      93.041,     9,Finish(2), after,   2,   0,   0,   1,   0
      96.970,    11,Finish(1),before,   1,   0,   0,   1,   0
      96.970,    11,Finish(1), after,   2,   0,   0,   0,   1
     115.066,    12,Finish(2),before,   1,   0,   0,   0,   1
     115.066,    12,Finish(2), after,   1,   0,   0,   0,   0
     129.318,    10,  Arrival,before,   0,   0,   0,   0,   0
     129.318,    10,  Arrival, after,   2,   0,   0,   1,   0
     138.873,    14,Finish(1),before,   1,   0,   0,   1,   0
     138.873,    14,Finish(1), after,   2,   0,   0,   0,   1
     151.867,    15,Finish(2),before,   1,   0,   0,   0,   1
     151.867,    15,Finish(2), after,   1,   0,   0,   0,   0
     181.406,    13,  Arrival,before,   0,   0,   0,   0,   0
     181.406,    13,  Arrival, after,   2,   0,   0,   1,   0
     187.620,    17,Finish(1),before,   1,   0,   0,   1,   0
