# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:51
# parameter: seed = 1896495
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.391,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.391,     2,Finish(1), after,   2,   0,   0,   0,   1
      22.577,     3,Finish(2),before,   1,   0,   0,   0,   1
      22.577,     3,Finish(2), after,   1,   0,   0,   0,   0
      23.979,     1,  Arrival,before,   0,   0,   0,   0,   0
      23.979,     1,  Arrival, after,   2,   0,   0,   1,   0
      27.782,     5,Finish(1),before,   1,   0,   0,   1,   0
      27.782,     5,Finish(1), after,   2,   0,   0,   0,   1
      40.369,     6,Finish(2),before,   1,   0,   0,   0,   1
      40.369,     6,Finish(2), after,   1,   0,   0,   0,   0
      55.217,     4,  Arrival,before,   0,   0,   0,   0,   0
      55.217,     4,  Arrival, after,   2,   0,   0,   1,   0
      61.065,     8,Finish(1),before,   1,   0,   0,   1,   0
      61.065,     8,Finish(1), after,   2,   0,   0,   0,   1
      77.359,     9,Finish(2),before,   1,   0,   0,   0,   1
      77.359,     9,Finish(2), after,   1,   0,   0,   0,   0
     109.418,     7,  Arrival,before,   0,   0,   0,   0,   0
     109.418,     7,  Arrival, after,   2,   0,   0,   1,   0
     127.027,    10,  Arrival,before,   1,   0,   0,   1,   0
     127.027,    10,  Arrival, after,   2,   1,   0,   1,   0
     140.318,    11,Finish(1),before,   1,   1,   0,   1,   0
     140.318,    11,Finish(1), after,   3,   0,   0,   1,   1
     150.775,    12,  Arrival,before,   2,   0,   0,   1,   1
     150.775,    12,  Arrival, after,   3,   1,   0,   1,   1
     152.125,    13,Finish(1),before,   2,   1,   0,   1,   1
     152.125,    13,Finish(1), after,   3,   0,   1,   1,   1
     152.641,    16,Finish(1),before,   2,   0,   1,   1,   1
     152.641,    16,Finish(1), after,   2,   0,   2,   0,   1
     162.662,    14,Finish(2),before,   1,   0,   2,   0,   1
     162.662,    14,Finish(2), after,   2,   0,   1,   0,   1
     175.807,    17,Finish(2),before,   1,   0,   1,   0,   1
