# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:49
# parameter: seed = 1896464
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       0.625,     2,Finish(1),before,   1,   0,   0,   1,   0
       0.625,     2,Finish(1), after,   2,   0,   0,   0,   1
      15.944,     3,Finish(2),before,   1,   0,   0,   0,   1
      15.944,     3,Finish(2), after,   1,   0,   0,   0,   0
      19.465,     1,  Arrival,before,   0,   0,   0,   0,   0
      19.465,     1,  Arrival, after,   2,   0,   0,   1,   0
      22.133,     5,Finish(1),before,   1,   0,   0,   1,   0
      22.133,     5,Finish(1), after,   2,   0,   0,   0,   1
      33.827,     6,Finish(2),before,   1,   0,   0,   0,   1
      33.827,     6,Finish(2), after,   1,   0,   0,   0,   0
      43.808,     4,  Arrival,before,   0,   0,   0,   0,   0
      43.808,     4,  Arrival, after,   2,   0,   0,   1,   0
      58.141,     7,  Arrival,before,   1,   0,   0,   1,   0
      58.141,     7,  Arrival, after,   2,   1,   0,   1,   0
      59.512,     8,Finish(1),before,   1,   1,   0,   1,   0
      59.512,     8,Finish(1), after,   3,   0,   0,   1,   1
      66.471,    10,Finish(1),before,   2,   0,   0,   1,   1
      66.471,    10,Finish(1), after,   2,   0,   1,   0,   1
      73.938,     9,  Arrival,before,   1,   0,   1,   0,   1
      73.938,     9,  Arrival, after,   3,   0,   1,   1,   1
      76.328,    13,Finish(1),before,   2,   0,   1,   1,   1
      76.328,    13,Finish(1), after,   2,   0,   2,   0,   1
      78.785,    11,Finish(2),before,   1,   0,   2,   0,   1
      78.785,    11,Finish(2), after,   2,   0,   1,   0,   1
      90.671,    14,Finish(2),before,   1,   0,   1,   0,   1
      90.671,    14,Finish(2), after,   2,   0,   0,   0,   1
     106.655,    15,Finish(2),before,   1,   0,   0,   0,   1
     106.655,    15,Finish(2), after,   1,   0,   0,   0,   0
     120.360,    12,  Arrival,before,   0,   0,   0,   0,   0
     120.360,    12,  Arrival, after,   2,   0,   0,   1,   0
     122.919,    17,Finish(1),before,   1,   0,   0,   1,   0
