# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:51
# parameter: seed = 1896493
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      13.816,     2,Finish(1),before,   1,   0,   0,   1,   0
      13.816,     2,Finish(1), after,   2,   0,   0,   0,   1
      32.809,     3,Finish(2),before,   1,   0,   0,   0,   1
      32.809,     3,Finish(2), after,   1,   0,   0,   0,   0
      34.526,     1,  Arrival,before,   0,   0,   0,   0,   0
      34.526,     1,  Arrival, after,   2,   0,   0,   1,   0
      39.165,     5,Finish(1),before,   1,   0,   0,   1,   0
      39.165,     5,Finish(1), after,   2,   0,   0,   0,   1
      50.182,     6,Finish(2),before,   1,   0,   0,   0,   1
      50.182,     6,Finish(2), after,   1,   0,   0,   0,   0
      83.900,     4,  Arrival,before,   0,   0,   0,   0,   0
      83.900,     4,  Arrival, after,   2,   0,   0,   1,   0
     106.884,     8,Finish(1),before,   1,   0,   0,   1,   0
     106.884,     8,Finish(1), after,   2,   0,   0,   0,   1
     112.303,     7,  Arrival,before,   1,   0,   0,   0,   1
     112.303,     7,  Arrival, after,   3,   0,   0,   1,   1
     128.431,     9,Finish(2),before,   2,   0,   0,   1,   1
     128.431,     9,Finish(2), after,   2,   0,   0,   1,   0
     132.191,    11,Finish(1),before,   1,   0,   0,   1,   0
     132.191,    11,Finish(1), after,   2,   0,   0,   0,   1
     150.974,    12,Finish(2),before,   1,   0,   0,   0,   1
     150.974,    12,Finish(2), after,   1,   0,   0,   0,   0
     164.493,    10,  Arrival,before,   0,   0,   0,   0,   0
     164.493,    10,  Arrival, after,   2,   0,   0,   1,   0
     165.691,    14,Finish(1),before,   1,   0,   0,   1,   0
     165.691,    14,Finish(1), after,   2,   0,   0,   0,   1
     182.307,    15,Finish(2),before,   1,   0,   0,   0,   1
     182.307,    15,Finish(2), after,   1,   0,   0,   0,   0
     186.567,    13,  Arrival,before,   0,   0,   0,   0,   0
     186.567,    13,  Arrival, after,   2,   0,   0,   1,   0
     198.152,    16,  Arrival,before,   1,   0,   0,   1,   0
