# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:40:00
# parameter: seed = 1896608
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.301,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.301,     2,Finish(1), after,   2,   0,   0,   0,   1
      19.547,     3,Finish(2),before,   1,   0,   0,   0,   1
      19.547,     3,Finish(2), after,   1,   0,   0,   0,   0
      28.042,     1,  Arrival,before,   0,   0,   0,   0,   0
      28.042,     1,  Arrival, after,   2,   0,   0,   1,   0
      38.160,     5,Finish(1),before,   1,   0,   0,   1,   0
      38.160,     5,Finish(1), after,   2,   0,   0,   0,   1
      42.608,     4,  Arrival,before,   1,   0,   0,   0,   1
      42.608,     4,  Arrival, after,   3,   0,   0,   1,   1
      45.179,     8,Finish(1),before,   2,   0,   0,   1,   1
      45.179,     8,Finish(1), after,   2,   0,   1,   0,   1
      50.798,     6,Finish(2),before,   1,   0,   1,   0,   1
      50.798,     6,Finish(2), after,   2,   0,   0,   0,   1
      72.663,     9,Finish(2),before,   1,   0,   0,   0,   1
      72.663,     9,Finish(2), after,   1,   0,   0,   0,   0
      90.394,     7,  Arrival,before,   0,   0,   0,   0,   0
      90.394,     7,  Arrival, after,   2,   0,   0,   1,   0
      98.220,    10,  Arrival,before,   1,   0,   0,   1,   0
      98.220,    10,  Arrival, after,   2,   1,   0,   1,   0
      98.496,    11,Finish(1),before,   1,   1,   0,   1,   0
      98.496,    11,Finish(1), after,   3,   0,   0,   1,   1
     110.297,    14,Finish(2),before,   2,   0,   0,   1,   1
     110.297,    14,Finish(2), after,   2,   0,   0,   1,   0
     117.156,    13,Finish(1),before,   1,   0,   0,   1,   0
     117.156,    13,Finish(1), after,   2,   0,   0,   0,   1
     122.926,    12,  Arrival,before,   1,   0,   0,   0,   1
     122.926,    12,  Arrival, after,   3,   0,   0,   1,   1
     137.320,    15,Finish(2),before,   2,   0,   0,   1,   1
     137.320,    15,Finish(2), after,   2,   0,   0,   1,   0
     144.069,    17,Finish(1),before,   1,   0,   0,   1,   0
