# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:56
# parameter: seed = 1896557
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.239,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.239,     2,Finish(1), after,   2,   0,   0,   0,   1
      17.449,     3,Finish(2),before,   1,   0,   0,   0,   1
      17.449,     3,Finish(2), after,   1,   0,   0,   0,   0
      33.005,     1,  Arrival,before,   0,   0,   0,   0,   0
      33.005,     1,  Arrival, after,   2,   0,   0,   1,   0
      67.324,     5,Finish(1),before,   1,   0,   0,   1,   0
      67.324,     5,Finish(1), after,   2,   0,   0,   0,   1
      78.033,     4,  Arrival,before,   1,   0,   0,   0,   1
      78.033,     4,  Arrival, after,   3,   0,   0,   1,   1
      81.332,     8,Finish(1),before,   2,   0,   0,   1,   1
      81.332,     8,Finish(1), after,   2,   0,   1,   0,   1
      81.583,     6,Finish(2),before,   1,   0,   1,   0,   1
      81.583,     6,Finish(2), after,   2,   0,   0,   0,   1
     100.989,     9,Finish(2),before,   1,   0,   0,   0,   1
     100.989,     9,Finish(2), after,   1,   0,   0,   0,   0
     115.971,     7,  Arrival,before,   0,   0,   0,   0,   0
     115.971,     7,  Arrival, after,   2,   0,   0,   1,   0
     123.330,    11,Finish(1),before,   1,   0,   0,   1,   0
     123.330,    11,Finish(1), after,   2,   0,   0,   0,   1
     141.195,    12,Finish(2),before,   1,   0,   0,   0,   1
     141.195,    12,Finish(2), after,   1,   0,   0,   0,   0
     165.593,    10,  Arrival,before,   0,   0,   0,   0,   0
     165.593,    10,  Arrival, after,   2,   0,   0,   1,   0
     179.685,    13,  Arrival,before,   1,   0,   0,   1,   0
     179.685,    13,  Arrival, after,   2,   1,   0,   1,   0
     202.092,    15,  Arrival,before,   1,   1,   0,   1,   0
     202.092,    15,  Arrival, after,   2,   2,   0,   1,   0
     204.729,    14,Finish(1),before,   1,   2,   0,   1,   0
     204.729,    14,Finish(1), after,   3,   1,   0,   1,   1
     219.026,    18,Finish(2),before,   2,   1,   0,   1,   1
