time,total_ships,harbour_ships
80,0.6666666666666666,0.0
160,2.2,0.7
240,0.875,0.0
320,2.076923076923077,0.3076923076923077
400,1.625,0.5
480,1.0,0.0
560,1.75,0.375
640,1.3,0.2
720,1.5555555555555556,0.2222222222222222
800,1.8888888888888888,0.4444444444444444
880,2.0,0.0
960,1.9333333333333333,0.4666666666666667
1040,1.1666666666666667,0.16666666666666666
1120,0.8571428571428571,0.0
1200,1.0,0.0
1280,0.5714285714285714,0.0
1360,0.8,0.0
1440,1.0,0.14285714285714285
1520,1.0,0.0
1600,1.375,0.125
1680,1.1428571428571428,0.14285714285714285
1760,1.4285714285714286,0.14285714285714285
1840,1.3076923076923077,0.15384615384615385
1920,0.6,0.0
2000,0.8,0.0
2080,1.0,0.14285714285714285
2160,0.8,0.0
2240,0.6666666666666666,0.0
2320,0.6666666666666666,0.0
2400,1.3,0.1
2480,1.375,0.0
2560,0.6666666666666666,0.0
2640,1.3333333333333333,0.1111111111111111
2720,0.8571428571428571,0.0
2800,1.6,0.3
2880,1.0,0.1
2960,0.6,0.0
3040,0.6,0.0
3120,1.2222222222222223,0.1111111111111111
3200,0.8,0.0
3280,1.8888888888888888,0.1111111111111111
3360,1.1,0.1
3440,0.75,0.0
3520,1.3,0.2
3600,0.6,0.0
3680,3.0,1.0
3760,1.375,0.125
3840,0.5714285714285714,0.0
3920,1.3636363636363635,0.18181818181818182
4000,1.4444444444444444,0.1111111111111111
4080,0.8571428571428571,0.0
4160,1.1428571428571428,0.14285714285714285
4240,1.0,0.1111111111111111
4320,2.0,0.38461538461538464
4400,1.4285714285714286,0.14285714285714285
4480,0.75,0.0
4560,0.875,0.0
4640,1.0,0.0
4720,0.6666666666666666,0.0
4800,1.1428571428571428,0.14285714285714285
4880,0.6,0.0
4960,1.2,0.1
5040,1.4,0.2
5120,0.8888888888888888,0.0
5200,1.0,0.1
5280,2.3076923076923075,0.6923076923076923
5360,1.5,0.25
5440,0.8571428571428571,0.0
5520,1.7,0.5
5600,0.6,0.0
5680,0.6666666666666666,0.0
5760,1.6,0.2
5840,0.8571428571428571,0.0
5920,1.625,0.125
6000,0.625,0.0
6080,1.4444444444444444,0.2222222222222222
6160,1.7,0.2
6240,0.6666666666666666,0.0
6320,1.2,0.0
6400,1.2,0.1
6480,1.375,0.125
6560,0.6666666666666666,0.0
6640,1.0,0.0
6720,2.3846153846153846,1.0
6800,1.6666666666666667,0.25
6880,0.8888888888888888,0.0
6960,0.8333333333333334,0.0
7040,1.6363636363636365,0.18181818181818182
7120,0.6,0.0
7200,0.6666666666666666,0.0
7280,0.6666666666666666,0.0
7360,0.8,0.0
7440,0.5714285714285714,0.0
7520,1.1428571428571428,0.14285714285714285
7600,0.8571428571428571,0.0
7680,1.25,0.125
7760,1.5714285714285714,0.14285714285714285
7840,0.6,0.0
7920,1.25,0.125
8000,1.25,0.0
8080,1.4545454545454546,0.0
8160,1.7,0.1
8240,1.0,0.0
8320,0.7777777777777778,0.1111111111111111
8400,0.6666666666666666,0.0
8480,1.125,0.125
8560,0.625,0.0
8640,1.0,0.0
8720,1.6666666666666667,0.3333333333333333
8800,1.125,0.125
8880,0.6666666666666666,0.0
8960,1.0,0.0
9040,0.5714285714285714,0.0
9120,0.75,0.0
9200,1.9090909090909092,0.09090909090909091
9280,0.6666666666666666,0.0
9360,0.8,0.0
9440,1.3333333333333333,0.1111111111111111
9520,3.090909090909091,1.2727272727272727
9600,1.3333333333333333,0.2222222222222222
9680,1.0,0.0
9760,1.4,0.1
9840,1.5454545454545454,0.36363636363636365
9920,0.8571428571428571,0.0
10000,0.75,0.0
10080,1.3333333333333333,0.16666666666666666
10160,0.75,0.0
10240,1.0,0.125
10320,1.0,0.1
10400,0.5,0.0
10480,0.8,0.0
10560,0.6,0.0
10640,2.0,0.4444444444444444
10720,1.5,0.0
10800,1.1111111111111112,0.2222222222222222
10880,0.6666666666666666,0.0
10960,0.6666666666666666,0.0
11040,0.8,0.0
11120,0.6666666666666666,0.0
11200,1.4444444444444444,0.1111111111111111
11280,1.0,0.125
11360,0.6,0.0
11440,1.6363636363636365,0.2727272727272727
11520,1.0,0.14285714285714285
11600,1.0,0.0
11680,1.1666666666666667,0.16666666666666666
11760,1.2222222222222223,0.1111111111111111
11840,0.6,0.0
11920,1.875,0.375
12000,1.2222222222222223,0.1111111111111111
12080,0.875,0.0
12160,2.0,0.0
12240,2.1666666666666665,0.5833333333333334
12320,1.0,0.0
12400,0.6666666666666666,0.0
12480,1.6,0.3
12560,0.6,0.0
12640,1.4285714285714286,0.14285714285714285
12720,0.6666666666666666,0.0
12800,1.2,0.2
12880,1.125,0.125
12960,1.3333333333333333,0.1111111111111111
13040,1.1818181818181819,0.09090909090909091
13120,1.1111111111111112,0.0
13200,2.111111111111111,0.5555555555555556
13280,2.3076923076923075,0.5384615384615384
13360,1.1428571428571428,0.14285714285714285
13440,1.25,0.125
13520,1.2222222222222223,0.1111111111111111
13600,0.75,0.0
13680,1.4545454545454546,0.18181818181818182
13760,1.0,0.0
13840,1.7272727272727273,0.09090909090909091
13920,1.3,0.2
14000,0.8571428571428571,0.0
14080,1.3333333333333333,0.2222222222222222
14160,1.25,0.0
14240,1.2,0.2
14320,0.6666666666666666,0.0
14400,0.8,0.0
14480,0.5714285714285714,0.0
14560,0.6666666666666666,0.0
14640,1.4444444444444444,0.1111111111111111
14720,1.1428571428571428,0.14285714285714285
14800,0.6666666666666666,0.0
14880,3.1,0.8
14960,1.1428571428571428,0.42857142857142855
15040,0.75,0.0
15120,0.6,0.0
15200,1.6,0.3
15280,2.0,0.5555555555555556
15360,1.1428571428571428,0.14285714285714285
15440,0.625,0.0
15520,0.625,0.0
15600,0.6666666666666666,0.0
15680,1.0,0.0
15760,1.0,0.125
15840,1.1666666666666667,0.16666666666666666
15920,1.1818181818181819,0.09090909090909091
16000,0.5714285714285714,0.0
16080,0.6666666666666666,0.0
16160,1.25,0.0
16240,2.0833333333333335,0.3333333333333333
16320,0.6666666666666666,0.0
16400,1.4285714285714286,0.14285714285714285
16480,0.6666666666666666,0.0
16560,1.0,0.0
16640,1.9285714285714286,0.35714285714285715
16720,0.8888888888888888,0.0
16800,1.9090909090909092,0.36363636363636365
16880,1.2,0.1
16960,0.5714285714285714,0.0
17040,1.3,0.2
17120,0.875,0.0
17200,1.1428571428571428,0.14285714285714285
17280,1.0,0.0
17360,1.125,0.125
17440,0.6666666666666666,0.0
17520,0.6,0.0
17600,0.875,0.0
17680,1.1428571428571428,0.14285714285714285
17760,0.875,0.0
17840,0.75,0.0
17920,0.6666666666666666,0.0
18000,0.6,0.0
18080,0.75,0.0
18160,0.6666666666666666,0.0
18240,1.1111111111111112,0.0
18320,1.0,0.0
18400,0.8571428571428571,0.0
18480,0.6666666666666666,0.0
18560,0.8,0.0
18640,0.6,0.0
18720,1.5,0.25
18800,0.875,0.125
18880,0.6666666666666666,0.0
18960,0.5714285714285714,0.0
19040,0.8,0.0
19120,1.1428571428571428,0.0
19200,1.1428571428571428,0.14285714285714285
19280,0.7142857142857143,0.0
19360,1.0,0.14285714285714285
19440,0.6666666666666666,0.0
19520,1.1428571428571428,0.14285714285714285
19600,1.0,0.0
19680,1.0,0.0
19760,0.6,0.0
19840,0.6,0.0
19920,1.125,0.0
20000,1.375,0.125
20080,1.8181818181818181,0.2727272727272727
20160,0.8888888888888888,0.0
20240,2.0,0.0
20320,1.5,0.1
20400,0.625,0.0
20480,0.75,0.0
20560,1.0,0.1111111111111111
20640,0.6666666666666666,0.0
20720,0.6666666666666666,0.0
20800,1.1666666666666667,0.0
20880,2.0,0.0
20960,1.2222222222222223,0.1111111111111111
21040,0.5,0.0
21120,0.8,0.0
21200,0.8333333333333334,0.0
21280,1.4,0.3
21360,0.6666666666666666,0.0
