# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:47
# parameter: seed = 1896441
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       7.166,     2,Finish(1),before,   1,   0,   0,   1,   0
       7.166,     2,Finish(1), after,   2,   0,   0,   0,   1
      18.889,     3,Finish(2),before,   1,   0,   0,   0,   1
      18.889,     3,Finish(2), after,   1,   0,   0,   0,   0
      20.762,     1,  Arrival,before,   0,   0,   0,   0,   0
      20.762,     1,  Arrival, after,   2,   0,   0,   1,   0
      23.497,     5,Finish(1),before,   1,   0,   0,   1,   0
      23.497,     5,Finish(1), after,   2,   0,   0,   0,   1
      39.141,     6,Finish(2),before,   1,   0,   0,   0,   1
      39.141,     6,Finish(2), after,   1,   0,   0,   0,   0
      61.667,     4,  Arrival,before,   0,   0,   0,   0,   0
      61.667,     4,  Arrival, after,   2,   0,   0,   1,   0
      91.323,     7,  Arrival,before,   1,   0,   0,   1,   0
      91.323,     7,  Arrival, after,   2,   1,   0,   1,   0
      99.134,     8,Finish(1),before,   1,   1,   0,   1,   0
      99.134,     8,Finish(1), after,   3,   0,   0,   1,   1
     100.151,    10,Finish(1),before,   2,   0,   0,   1,   1
     100.151,    10,Finish(1), after,   2,   0,   1,   0,   1
     112.523,    11,Finish(2),before,   1,   0,   1,   0,   1
     112.523,    11,Finish(2), after,   2,   0,   0,   0,   1
     124.953,     9,  Arrival,before,   1,   0,   0,   0,   1
     124.953,     9,  Arrival, after,   3,   0,   0,   1,   1
     128.307,    12,Finish(2),before,   2,   0,   0,   1,   1
     128.307,    12,Finish(2), after,   2,   0,   0,   1,   0
     138.752,    14,Finish(1),before,   1,   0,   0,   1,   0
     138.752,    14,Finish(1), after,   2,   0,   0,   0,   1
     161.175,    15,Finish(2),before,   1,   0,   0,   0,   1
     161.175,    15,Finish(2), after,   1,   0,   0,   0,   0
     174.512,    13,  Arrival,before,   0,   0,   0,   0,   0
     174.512,    13,  Arrival, after,   2,   0,   0,   1,   0
     180.009,    17,Finish(1),before,   1,   0,   0,   1,   0
