# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:58
# parameter: seed = 1896585
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      29.339,     1,  Arrival,before,   1,   0,   0,   1,   0
      29.339,     1,  Arrival, after,   2,   1,   0,   1,   0
      31.978,     2,Finish(1),before,   1,   1,   0,   1,   0
      31.978,     2,Finish(1), after,   3,   0,   0,   1,   1
      44.653,     4,Finish(1),before,   2,   0,   0,   1,   1
      44.653,     4,Finish(1), after,   2,   0,   1,   0,   1
      46.336,     5,Finish(2),before,   1,   0,   1,   0,   1
      46.336,     5,Finish(2), after,   2,   0,   0,   0,   1
      53.309,     3,  Arrival,before,   1,   0,   0,   0,   1
      53.309,     3,  Arrival, after,   3,   0,   0,   1,   1
      62.276,     6,Finish(2),before,   2,   0,   0,   1,   1
      62.276,     6,Finish(2), after,   2,   0,   0,   1,   0
      62.855,     8,Finish(1),before,   1,   0,   0,   1,   0
      62.855,     8,Finish(1), after,   2,   0,   0,   0,   1
      68.418,     7,  Arrival,before,   1,   0,   0,   0,   1
      68.418,     7,  Arrival, after,   3,   0,   0,   1,   1
      68.665,    11,Finish(1),before,   2,   0,   0,   1,   1
      68.665,    11,Finish(1), after,   2,   0,   1,   0,   1
      78.038,     9,Finish(2),before,   1,   0,   1,   0,   1
      78.038,     9,Finish(2), after,   2,   0,   0,   0,   1
      92.721,    12,Finish(2),before,   1,   0,   0,   0,   1
      92.721,    12,Finish(2), after,   1,   0,   0,   0,   0
     113.917,    10,  Arrival,before,   0,   0,   0,   0,   0
     113.917,    10,  Arrival, after,   2,   0,   0,   1,   0
     120.247,    14,Finish(1),before,   1,   0,   0,   1,   0
     120.247,    14,Finish(1), after,   2,   0,   0,   0,   1
     138.596,    15,Finish(2),before,   1,   0,   0,   0,   1
     138.596,    15,Finish(2), after,   1,   0,   0,   0,   0
     157.517,    13,  Arrival,before,   0,   0,   0,   0,   0
     157.517,    13,  Arrival, after,   2,   0,   0,   1,   0
     161.969,    17,Finish(1),before,   1,   0,   0,   1,   0
