# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:59
# parameter: seed = 1896603
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      20.071,     2,Finish(1),before,   1,   0,   0,   1,   0
      20.071,     2,Finish(1), after,   2,   0,   0,   0,   1
      30.411,     1,  Arrival,before,   1,   0,   0,   0,   1
      30.411,     1,  Arrival, after,   3,   0,   0,   1,   1
      32.835,     5,Finish(1),before,   2,   0,   0,   1,   1
      32.835,     5,Finish(1), after,   2,   0,   1,   0,   1
      35.467,     3,Finish(2),before,   1,   0,   1,   0,   1
      35.467,     3,Finish(2), after,   2,   0,   0,   0,   1
      42.316,     4,  Arrival,before,   1,   0,   0,   0,   1
      42.316,     4,  Arrival, after,   3,   0,   0,   1,   1
      48.097,     8,Finish(1),before,   2,   0,   0,   1,   1
      48.097,     8,Finish(1), after,   2,   0,   1,   0,   1
      48.625,     6,Finish(2),before,   1,   0,   1,   0,   1
      48.625,     6,Finish(2), after,   2,   0,   0,   0,   1
      65.095,     9,Finish(2),before,   1,   0,   0,   0,   1
      65.095,     9,Finish(2), after,   1,   0,   0,   0,   0
      97.607,     7,  Arrival,before,   0,   0,   0,   0,   0
      97.607,     7,  Arrival, after,   2,   0,   0,   1,   0
     113.472,    11,Finish(1),before,   1,   0,   0,   1,   0
     113.472,    11,Finish(1), after,   2,   0,   0,   0,   1
     119.884,    10,  Arrival,before,   1,   0,   0,   0,   1
     119.884,    10,  Arrival, after,   3,   0,   0,   1,   1
     132.660,    12,Finish(2),before,   2,   0,   0,   1,   1
     132.660,    12,Finish(2), after,   2,   0,   0,   1,   0
     134.960,    14,Finish(1),before,   1,   0,   0,   1,   0
     134.960,    14,Finish(1), after,   2,   0,   0,   0,   1
     144.739,    13,  Arrival,before,   1,   0,   0,   0,   1
     144.739,    13,  Arrival, after,   3,   0,   0,   1,   1
     145.362,    17,Finish(1),before,   2,   0,   0,   1,   1
     145.362,    17,Finish(1), after,   2,   0,   1,   0,   1
     146.530,    15,Finish(2),before,   1,   0,   1,   0,   1
