# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:51
# parameter: seed = 1896494
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      19.015,     2,Finish(1),before,   1,   0,   0,   1,   0
      19.015,     2,Finish(1), after,   2,   0,   0,   0,   1
      30.779,     3,Finish(2),before,   1,   0,   0,   0,   1
      30.779,     3,Finish(2), after,   1,   0,   0,   0,   0
      53.252,     1,  Arrival,before,   0,   0,   0,   0,   0
      53.252,     1,  Arrival, after,   2,   0,   0,   1,   0
      68.346,     5,Finish(1),before,   1,   0,   0,   1,   0
      68.346,     5,Finish(1), after,   2,   0,   0,   0,   1
      83.672,     6,Finish(2),before,   1,   0,   0,   0,   1
      83.672,     6,Finish(2), after,   1,   0,   0,   0,   0
      93.558,     4,  Arrival,before,   0,   0,   0,   0,   0
      93.558,     4,  Arrival, after,   2,   0,   0,   1,   0
     110.860,     7,  Arrival,before,   1,   0,   0,   1,   0
     110.860,     7,  Arrival, after,   2,   1,   0,   1,   0
     150.896,     8,Finish(1),before,   1,   1,   0,   1,   0
     150.896,     8,Finish(1), after,   3,   0,   0,   1,   1
     153.918,    10,Finish(1),before,   2,   0,   0,   1,   1
     153.918,    10,Finish(1), after,   2,   0,   1,   0,   1
     161.830,     9,  Arrival,before,   1,   0,   1,   0,   1
     161.830,     9,  Arrival, after,   3,   0,   1,   1,   1
     166.853,    13,Finish(1),before,   2,   0,   1,   1,   1
     166.853,    13,Finish(1), after,   2,   0,   2,   0,   1
     167.164,    11,Finish(2),before,   1,   0,   2,   0,   1
     167.164,    11,Finish(2), after,   2,   0,   1,   0,   1
     185.554,    14,Finish(2),before,   1,   0,   1,   0,   1
     185.554,    14,Finish(2), after,   2,   0,   0,   0,   1
     204.205,    15,Finish(2),before,   1,   0,   0,   0,   1
     204.205,    15,Finish(2), after,   1,   0,   0,   0,   0
     215.729,    12,  Arrival,before,   0,   0,   0,   0,   0
     215.729,    12,  Arrival, after,   2,   0,   0,   1,   0
     232.254,    17,Finish(1),before,   1,   0,   0,   1,   0
