# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:53
# parameter: seed = 1896517
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      36.514,     2,Finish(1),before,   1,   0,   0,   1,   0
      36.514,     2,Finish(1), after,   2,   0,   0,   0,   1
      50.314,     3,Finish(2),before,   1,   0,   0,   0,   1
      50.314,     3,Finish(2), after,   1,   0,   0,   0,   0
      51.956,     1,  Arrival,before,   0,   0,   0,   0,   0
      51.956,     1,  Arrival, after,   2,   0,   0,   1,   0
      61.908,     5,Finish(1),before,   1,   0,   0,   1,   0
      61.908,     5,Finish(1), after,   2,   0,   0,   0,   1
      73.071,     6,Finish(2),before,   1,   0,   0,   0,   1
      73.071,     6,Finish(2), after,   1,   0,   0,   0,   0
      75.700,     4,  Arrival,before,   0,   0,   0,   0,   0
      75.700,     4,  Arrival, after,   2,   0,   0,   1,   0
      93.746,     8,Finish(1),before,   1,   0,   0,   1,   0
      93.746,     8,Finish(1), after,   2,   0,   0,   0,   1
     107.773,     9,Finish(2),before,   1,   0,   0,   0,   1
     107.773,     9,Finish(2), after,   1,   0,   0,   0,   0
     125.678,     7,  Arrival,before,   0,   0,   0,   0,   0
     125.678,     7,  Arrival, after,   2,   0,   0,   1,   0
     138.734,    11,Finish(1),before,   1,   0,   0,   1,   0
     138.734,    11,Finish(1), after,   2,   0,   0,   0,   1
     146.906,    10,  Arrival,before,   1,   0,   0,   0,   1
     146.906,    10,  Arrival, after,   3,   0,   0,   1,   1
     152.297,    12,Finish(2),before,   2,   0,   0,   1,   1
     152.297,    12,Finish(2), after,   2,   0,   0,   1,   0
     159.751,    14,Finish(1),before,   1,   0,   0,   1,   0
     159.751,    14,Finish(1), after,   2,   0,   0,   0,   1
     159.986,    13,  Arrival,before,   1,   0,   0,   0,   1
     159.986,    13,  Arrival, after,   3,   0,   0,   1,   1
     173.279,    17,Finish(1),before,   2,   0,   0,   1,   1
     173.279,    17,Finish(1), after,   2,   0,   1,   0,   1
     176.364,    16,  Arrival,before,   1,   0,   1,   0,   1
